id,title,company,skills,location,salary_min,salary_max,type,age_preference,experience_required,education_required,description,category,source,job_url,scraped_at,skills_source,salary_source
scraped_vietnamworks_algolia_00044,Merchandiser - Nhân Viên Điều Phối Đơn Hàng,Công ty TNHH Yakjin Việt Nam,Cơ khí|IT|May mặc|Marketing,Hà Nội,9200000,17250000,full-time,any,2,high,"1. Sample Development Stage / Giai đoạn phát triển mẫu • Receive Tech Pack and information from buyers, translate and provide comments → Nhận Tech Pack và thông tin từ khách hàng, dịch và đưa ra nhận xét • Work with related departments to develop samples → Phối hợp với... Yêu cầu: * At least 2 years of experience as a Merchandiser in garment industry (full-function experience is preferred) → Tối thiểu 2 năm kinh nghiệm Merchandiser ngành may (ưu tiên làm full function) * Experience in at least 2 out of 3 areas: sample / sourcing / costing ...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/merchandiser-nhan-vien-dieu-phoi-don-hang--2033058,2026-04-14T19:33:36.024546,title,inferred
scraped_vietnamworks_algolia_00045,Kỹ Sư Công Trường Dự Án Nhà Công Nghiệp (Site Engineer for Building Project),Công Ty TNHH Shimizu Việt Nam,IT|Bất động sản|Marketing|Lao động phổ thông|Xây dựng|Cơ khí,Nghệ An,8000000,15000000,full-time,any,3,high,"Mô tả công việc: - Đảm bảo chất lượng trong quá trình thi công các hạng mục, thi công đúng theo thiết kế đã phê duyệt, bản vẽ thi công, biện pháp thi công, tiêu chuẩn kỹ thuật và các tài liệu liên quan. - Đảm bảo an toàn lao động trong quá trình thi công, phối hợp... Yêu cầu: Yêu cầu: - Độ tuổi dưới 35 tuổi - Tốt nghiệp đại học chuyên ngành xây dựng dân dụng và công nghiệp - Có ít nhất 3 năm kinh nghiệm tại vị trí Kỹ sư thi công ở hiện trường, hiểu bản vẽ kỹ thuật bằng tiếng Anh. - Có thể làm việc tại các dự án ở Bình Dương, Đồng Nai...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/ky-su-cong-truong-du-an-nha-cong-nghiep-site-engineer-for-building-project-2033066,2026-04-14T19:33:36.024608,title,inferred
scraped_vietnamworks_algolia_00046,Giám Đốc Khối Cung Ứng (Supply Chain Director),Cocolux - Chuỗi Bán Lẻ Mỹ Phẩm Chính Hãng.,Kế toán|Xây dựng|Cơ khí|Kho vận,Hà Nội,9200000,17250000,full-time,any,3,university,"VAI TRÒ - CHỨC NĂNG: 1. Quản lý trực tiếp: - Trưởng phòng Mua hàng (Buying / Purchasing) - Trưởng phòng Cung ứng (Supply Chain Planning) - Trưởng kho (Warehouse Manager) 2. Mục tiêu công việc: Chịu trách nhiệm xây dựng và vận hành toàn bộ hệ thống cung ứng của công ty, đảm bảo: - Hàng hóa đủ – đúng... Yêu cầu: Quyền hạn & Trách nhiệm: 1. Quyết định lựa chọn nhà cung cấp 2. Phê duyệt kế hoạch mua hàng 3. Quản lý ngân sách cung ứng 4. Điều phối hàng hóa toàn hệ thống. - Trình độ học vấn tối thiểu: Tốt nghiệp Đại học trở lên chuyên ngành: QTKD, Logistic,….và các ngành nghề khác liên quan - Kinh...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/giam-doc-khoi-cung-ung-supply-chain-director-2032876,2026-04-14T19:33:36.024693,title,inferred
scraped_vietnamworks_algolia_00047,Nhân Viên Kỹ Thuật,Công ty cổ phần thương mại và công nghệ kỹ thuật Ecome,Cơ khí|Điện|IT|Kho vận|Giáo dục,Hà Nội,10000000,20000000,full-time,any,0,high,"• Lắp đặt, vận hành, bảo trì và sửa chữa các hệ thống, thiết bị kỹ thuật công nghệ do công ty triển khai hoặc cung cấp. • Tham gia khảo sát, thiết kế kỹ thuật và đề xuất giải pháp kỹ thuật phù hợp cho từng dự án. • Hỗ trợ kỹ... Yêu cầu: • Tốt nghiệp Cao đẳng hoặc Đại học chuyên ngành: Kỹ thuật Điện, Điện tử, Cơ điện tử, Tự động hóa, CNTT, Viễn thông, hoặc các ngành liên quan. • Có ít nhất 1 năm kinh nghiệm trong lĩnh vực kỹ thuật (chấp nhận sinh viên mới tốt nghiệp có kỹ năng tốt). • Kỹ năng...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/nhan-vien-ky-thuat-2032999,2026-04-14T19:33:36.024760,title,original
scraped_vietnamworks_algolia_00048,Senior Accounting & Tax Consultant,"Crowe Vietnam Co., Ltd",Kế toán|IT|Luật|Marketing,Hà Nội,11500000,20700000,full-time,any,3,university,"'1. Core Responsibilities -Assist managers in implementing accounting service packages for both domestic and international corporate clients. Prepare and finalize monthly, quarterly, and annual financial statements, tax reports, and other statutory reports for clients. -Assist managers in delivering tax review and tax advisory services to both local and international clients. Prepare and review client deliverables, including... Yêu cầu: Professional requirements: Bachelor's degree in Accounting, Finance, Law, Economics, or related fields; Minimum 3 years of relevant experience in tax, audit, or accounting (preferably in consulting firms); Skills & Qualifications: Good English skills (speaking & writing), able to work with specialized documents and international customers. Passionate and capable of effectively performing the tasks described above. Eager to establish a long-term...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/senior-accounting-and-tax-consultant-2033125,2026-04-14T19:33:36.024825,title,inferred
scraped_vietnamworks_algolia_00049,Country Division Manager & Head Of Sales,Công Ty TNHH GEA Việt Nam,Kinh doanh|IT|Nông nghiệp|Marketing,Hồ Chí Minh,9600000,18000000,full-time,any,10,university,"The Country Division Manager & Head of Sales provides end-to-end leadership, strategic direction, and full P&L accountability for the Division within the Country while simultaneously leading the Sales function to accelerate commercial growth. This role acts as a strategic reset leader, ensuring clarity, accountability, governance discipline, and a strong customer-centric culture, while driving a... Yêu cầu: 1. Educational Background • Bachelor’s degree in Engineering, Business, Agriculture, or related technical field. • MBA or equivalent post-graduate qualification preferred. 2. Professional Knowledge & Experience • 10+ years in senior leadership roles within industrial, process engineering, nutrition/feed, or related sectors. ...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/country-division-manager-andamp-head-of-sales-2033023,2026-04-14T19:33:36.024888,title,inferred
scraped_vietnamworks_algolia_00056,HO - Partnerships Development Manager (Digital Banking),Ngân Hàng TMCP Á Châu (ACB),IT|Tài chính|Kế toán|Kinh doanh|Cơ khí|Luật|Marketing,Hồ Chí Minh,9600000,18000000,full-time,any,5,university,"Vị trí này đảm bảo chất lượng đầu ra trong hoạt động mở rộng mạng lưới đối tác và hợp tác đối tác nhằm thúc đẩy kinh doanh các sản phẩm, dịch vụ của Khối Ngân hàng số. Trách nhiệm chính - Phát triển và thực hiện chiến lược trao đổi quyền lợi, ưu đãi... Yêu cầu: 1. Trình độ học vấn 1.1 Trình độ tối thiểu: Đại học trở lên 1.2 Chuyên ngành: tài chính, ngân hàng, Marketing 2. Năng lực 2.1 Kiến thức/ Chuyên môn: - Kiến thức marketing đối tác, truyền thông thương hiệu, và quản lý hợp đồng. - Kiến thức về quy trình triển khai chương trình ưu đãi, truyền thông...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/ho-partnerships-development-manager-digital-banking-2030417,2026-04-14T19:33:36.025344,title,inferred
scraped_vietnamworks_algolia_00057,[HCM] Nhân Viên Tư Vấn B2B (Data Khách Hàng Có Sẵn),Navigos Group,Kinh doanh|Cơ khí|IT|Kế toán|Hành chính|Kho vận,Hồ Chí Minh,300000000,500000000,full-time,<35,1,high,"Với hơn 23 năm hình thành và phát triển, VietnamWorks tự hào là trang web tuyển dụng hàng đầu và lâu đời nhất tại Việt Nam. Là một phần của Tập đoàn Navigos Group, VietnamWorks tự hào mang đến một môi trường làm việc năng động, thử thách và thân thiện. Tại đây, mỗi... Yêu cầu: CHỈ CẦN BẠN CÓ: • Tốt nghiệp Cao đẳng, Đại học trở lên, độ tuổi từ khoảng 22 đến 26 • Có trải nghiệm với công việc Sales/Telesales • Yêu thích kinh doanh, không ngại bị từ chối • Khả năng thích ứng nhanh chóng và linh hoạt với sự thay đổi liên tục của thị trường • Giao tiếp trung...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/hcm-nhan-vien-tu-van-b2b-data-khach-hang-co-san-2024465,2026-04-14T19:33:36.025403,title,original
scraped_vietnamworks_algolia_00058,Chuyên Viên Cao Cấp Kế Toán Tiếng Trung,Công Ty Cổ Phần Chứng Khoán Guotai Junan (Việt Nam),Kế toán|Hành chính|Cơ khí|Kho vận|Tài chính,Hà Nội,11500000,20700000,full-time,any,0,high,"1. Kiểm tra tính hợp lệ của hóa đơn, chứng từ và hồ sơ thanh toán và trình duyệt thanh toán các khoản chi phí phát sinh định kỳ hàng tháng/ 负责审核发票, 相关凭证及付款资料的合规性，并提交各项月度定期费用, 佣金的付款审批流程。 2. Hạch toán các hóa đơn, chi phí và chứng từ kế toán nội bộ/ 核算发票，费用和内部会计单据。 3. Thực hiện các hoạt động về nguồn... Yêu cầu: - Có trình độ Đại học trở lên chuyên ngành kế toán, kinh tế, tài chính; 具备大学本科及以上学历，会计、经济或金融相关专业； - Ưu tiên có bằng cấp chuyên môn và chứng chỉ nghề nghiệp về lĩnh vực chứng khoán; 优先考虑具备证券领域相关专业学历或职业资格证书者。 - Kinh nghiệm chuyên môn: Có 3-5 năm kinh nghiệm ở vị trí tương đương tại các lĩnh vực liên quan kế...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/chuyen-vien-cao-cap-ke-toan-tieng-trung-2040329,2026-04-14T19:33:36.025466,title,inferred
scraped_vietnamworks_algolia_00059,Accounting & Tax Associate (Client Service),Dezan Shira & Cộng Sự Việt Nam,Kế toán|IT|Marketing,Hồ Chí Minh,12000000,21600000,full-time,any,2,university,"• Handle daily accounting works and full accounting, and financial works for assigned clients; • Prepare monthly, quarterly and annual tax reports including: Corporate Income Tax, Value Added Tax, Foreign Contractor’s Tax, and others as per set deadlines; • Prepare advisory reports of tax issues, finance and accounting matters when... Yêu cầu: • Minimum 2-3 year of relevant professional experience preferably related industries. • A bachelor’s degree with an emphasis in accounting would be preferable. • Excellent interpersonal and communications skills including strong written and verbal skills. • Excellent command of written and spoken English. • Good command of accounting...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/accounting-tax-associate-client-service-2027210,2026-04-14T19:33:36.025521,title,inferred
scraped_vietnamworks_algolia_00060,Business Project Manager,Techcombank,Kinh doanh|IT|Bất động sản|Marketing|Hành chính|Tài chính,Hà Nội,9200000,17250000,full-time,any,8,university,"Job Purpose • The job holder leads portfolio management by providing support in planning, coordination of financial objectives and deliverables for the portfolio of both traditional projects/initiatives implemented through Waterfall methodology and customer journey digitization initiatives implemented through Agile methodology. • The job holder collaborates with cross-functional teams within the Transformation Office and other divisions in... Yêu cầu: • At least 8 years of project or program management experience in Waterfall or Agile methodologies. • Project or program management experience in a bank or technology organization including banking product development, performance management, IT project implementation. • Demonstrated experience working in a transformation office to drive a large organization-wide transformation program. • Strong experience in performance tracking...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/business-project-manager--2025767,2026-04-14T19:33:36.025591,title,inferred
scraped_vietnamworks_algolia_00061,Product Owner (Card/ Payment/ Wealth/ Unsecured Lending),Techcombank,IT|Marketing|Kế toán|Kinh doanh|Cơ khí|Tài chính,Hà Nội,9200000,17250000,full-time,any,6,university,"MỤC TIÊU • Người đảm nhiệm vị trí có trách nhiệm tối đa hóa giá trị của sản phẩm và hiệu quả công việc của nhóm phát triển sản phẩm bằng cách đóng vai trò là tiếng nói của khách hàng. • Người đảm nhiệm vị trí chịu trách nhiệm về quản lý sản phẩm (thiết kế... Yêu cầu: Chân dung Thành công - Bằng cấp, Kinh nghiệm • Tối thiểu bằng cử nhân trong các chuyên ngành Tài chính, Ngân hàng, Kinh tế, Máy tính, Công nghệ Thông tin, Quản trị Kinh doanh hoặc các ngành liên quan. • Có chứng chỉ về Agile Product Management và chứng nhận Product Owner là ưu thế....",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/product-owner-card-payment-wealth-unsecured-lending-2025768,2026-04-14T19:33:36.025645,title,inferred
scraped_vietnamworks_algolia_00062,Procurement Staff (6-Month contract),Công Ty TNHH Ô Tô Mitsubishi Việt Nam,Marketing|Kế toán|Lái xe|IT|Phục vụ|Luật,Hồ Chí Minh,9600000,18000000,full-time,any,0,university,"Job Summary: The role is responsible for managing the end to end purchasing process for assigned requests, including scope verification, order placement, delivery tracking, goods receipt, and issue resolution. It supports the full payment process by preparing and consolidating required documentation in compliance with accounting procedures. The position also oversees the selling and disposal activities... Yêu cầu: Qualifications: • Education : Bachelor’s Degree in Trading or Economics • Knowledge : Purchasing/Sourcing (is preferred)/Basic Accounting • Skills: MS Office, English, Communication & Negotiation Skills • Experience: At least 1 year of expeirence in Purchasing position Benefits • Competitive salary • Transportation & meal allowances • Premium health care package • Annual Leaves & additional public holiday days-off",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/procurement-staff-6-month-contract--2026475,2026-04-14T19:33:36.025705,title,inferred
scraped_vietnamworks_algolia_00063,Kỹ Sư Cơ Điện Lương Upto 30Tr + Thưởng Tiến Độ Dự Án,Công Ty CP Đầu Tư Xây Dựng Và Công Nghệ Việt Nhật,Điện|Cơ khí|IT,Hà Nội,24000000,30000000,full-time,any,2,high,"Việt Nhật E&C đã khẳng định vị thế là chuyên gia uy tín hàng đầu tại Việt Nam trong lĩnh vực cơ điện và hạ tầng công nghiệp, được nhiều đối tác lớn trong và ngoài nước tin tưởng lựa chọn. Sức mạnh của chúng tôi nằm ở đội ngũ kỹ sư giàu kinh... Yêu cầu: • Tốt nghiệp Đại học/Cao đẳng chuyên ngành Cơ điện, Điện, Nhiệt – Lạnh, Cấp thoát nước hoặc liên quan. • Có từ 02-03 năm kinh nghiệm trong lĩnh vực thi công, lắp đặt hệ thống MEP. • Ưu tiên sử dụng thành thạo Revit - BIM, AutoCAD. • Đọc hiểu tốt bản vẽ kỹ thuật, biết...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/ky-su-co-djien-luong-upto-30tr-thuong-tien-djo-du-an-2025185,2026-04-14T19:33:36.025763,title,original
scraped_vietnamworks_algolia_00064,Sales Representative (QC Service),"Helmsman Quality & Technology Services Co., Ltd.",Kinh doanh|Marketing|Hành chính|IT,Hồ Chí Minh,1000,400000000,full-time,any,1,university,"- Actively and independently develop executive level relationships and grow a profitable portfolio of clients through personal lead origination, qualification, consultation, sales negotiation, and closure. - Participate in the planning, formulation, coordination and execution of sales and marketing activities - Achieve quarterly and yearly sales targets - Propose sales strategies to improve sales performance of the responsible... Yêu cầu: - Bachelor degree holder. Major in business administration, marketing, international trade or a relevant technical field is preferred - 1-3 years’ experience in B2B sales or Import/export, sourcing, trading or supply chain activities. - Experience in selling technical services within the Inspection, Testing, Certification (TIC) industry, or directly to global Supply Chain/Quality/Sourcing departments is preferred - Strong...",service,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/sales-representative-qc-service--2025183,2026-04-14T19:33:36.025823,title,original
scraped_vietnamworks_algolia_00065,20 Kỹ Sư Giám Sát Cơ Điện Lương 15Tr -20Tr + Thu Nhập Đến 25Tr + Thưởng Tiến Độ + Free Chỗ Ở,Công Ty CP Đầu Tư Xây Dựng Và Công Nghệ Việt Nhật,Lao động phổ thông|Điện|Xây dựng|Cơ khí|Giáo dục,Hà Nội,15000000,20000000,full-time,any,0,university,"Tại Việt Nhật E&C , chúng tôi không chỉ xây dựng những công trình; chúng tôi xây dựng niềm tin. Với hơn 15 năm kinh nghiệm xuất sắc trong lĩnh vực Tổng thầu Xây dựng và Cơ điện (M&E), uy tín của chúng tôi được khẳng định bởi đội ngũ kỹ sư dày dặn kinh... Yêu cầu: • Trình độ học vấn: Tốt nghiệp Đại học, Cao Đẳng các ngành: Điện, Cơ khí, HVAC, Cấp thoát nước, PCCC. • Kỹ năng chuyên môn: ◦ Am hiểu hệ thống điện, cấp thoát nước, HVAC, PCCC, ELV. ◦ Sử dụng office, khả năng đọc hiểu bản vẽ và triển khai thi công ...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/20-ky-su-giam-sat-co-dien-luong-15tr-20tr-thu-nhap-den-25tr-thuong-tien-do-free-cho-o-2025188,2026-04-14T19:33:36.025880,title,original
scraped_vietnamworks_algolia_00066,Chuyên Viên Kinh Doanh - Tại Hà Nội (01 người) và Hải Phòng (01 người),Công Ty TNHH Standard Units Supply Việt Nam,Kinh doanh|Cơ khí|IT|Luật,Hà Nội,12000000,15000000,full-time,<35,1,high,"- Phát triển khách hàng mới: Trực tiếp gặp gỡ, đàm phán, chốt hợp đồng với khách hàng. Develop new customers: Directly make apointment, discussion & contract confirmation with accounts - Phối hợp với Sales người Nhật và nhân viên trong nhóm để đạt mục tiêu kinh doanh của cá nhân và tập thể. Quản lý... Yêu cầu: YÊU CẦU CÔNG VIỆC - Tốt nghiệp Đại học (ưu tiên chuyên ngành Cơ khí, Tự động hóa, Kỹ thuật công nghiệp hoặc liên quan). - It nhất 1~2 năm kinh nghiệm (có thể chấp nhận mới ra trường) - Tiếng Anh: giao tiếp khá - Đàm phán, thuyết trình, lập kế hoạch công việc hàng tuần - Biết...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/chuyen-vien-kinh-doanh-tai-ha-noi-01-nguoi-va-hai-phong-01-nguoi-2028320,2026-04-14T19:33:36.025938,title,original
scraped_vietnamworks_algolia_00067,Nhân Sự Vận Hành Sàn Thương Mại Điện Tử,Công Ty Cổ Phần Thương Mại Tràng An- Việt Nam,Hành chính|Cơ khí|Điện|Kho vận|Kinh doanh Online|Kinh doanh|Giáo dục|Marketing,Hà Nội,13799999,23000000,full-time,<35,1,university,"• Lập kế hoạch và quản lý hoạt động kinh doanh, marketing online trên các sàn Thương mại điện tử Tik Tok, Shopee,... của Công ty. • Tham mưu, đề xuất với Ban giám đốc về phương án và định hướng phát triển TMĐT nhằm đáp ứng mục tiêu phát triển. • Khảo sát, đánh giá tình... Yêu cầu: YÊU CẦU CÔNG VIỆC • Am hiểu về marketing thương mại điện tử. • Có ít nhất 1 năm kinh nghiệm ở vị trí tương đương. • Ứng viên có kinh nghiệm và hiểu biết trong lĩnh vực kinh doanh ngành FMCG; ưu tiên ứng viên đến từ sàn TMĐT Lazada, Shopee, Tik Tok,... • Có kỹ năng...",skilled,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/nhan-su-van-hanh-san-thuong-mai-dien-tu-2028054,2026-04-14T19:33:36.025999,title,inferred
scraped_vietnamworks_algolia_00068,SAP Sales Executive,Citek Technology Joint-Stock Company,Kinh doanh|Hành chính|IT|Marketing,Hồ Chí Minh,0,3000,full-time,any,3,university,"* Job Overview: At Citek, we are looking for dynamic and results-driven sales professionals to join our team as Sales Executives, specializing in promoting and selling SAP enterprise solutions. Sales Executive - Key Responsibilities: • Generate leads and develop new customer relationships • Conduct in-depth needs analysis, crafting solution proposals based on SAP S/4HANA’s capabilities. • Deliver engaging presentations,... Yêu cầu: • Bachelor’s degree in Business, Information Technology, or a related field • At least 3+ years of experience in sales in the fields of ERP solutions such as SAP S/4HANA, SAP Business One, SAP Public Cloud, Oracle NetSuite or Software solutions (HRM, CRM, SaaS,..) with deal sizes from $50,000+ • Successfully signed at least 03 SME customer...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/sap-sales-executive-2027246,2026-04-14T19:33:36.026054,title,original
scraped_vietnamworks_algolia_00069,Nhân Viên Sales Logistics Xuất Nhập Khẩu Nội Địa (KH Là Các Công Ty XNK Việt Nam) Hồ Chí Minh,Công Ty Cổ Phần Quốc Tế TICO,Kế toán|Kinh doanh|Kho vận|Cơ khí|Điện|Sản xuất|Giáo dục,Hồ Chí Minh,0,16000000,full-time,any,3,university,"• Tìm kiếm và phát triển khách hàng là các công ty XNK, các nhà máy tại Việt Nam. • Thực hiện các cuộc gọi điện, email và gặp gỡ khách hàng để tạo dựng mối quan hệ lâu dài. • Tư vấn giải pháp logistics tối ưu cho doanh... Yêu cầu: • Tốt nghiệp Đại học/ Cao đẳng chuyên ngành kinh tế, quản trị kinh doanh, xuất nhập khẩu, vận tải. • Tiếng Anh/Tiếng Trung giao tiếp • Năng động, nhanh nhẹn, yêu thích giao tiếp. • Có kỹ năng giao tiếp, làm việc nhóm tốt, tổ chức công việc, giải quyết vấn đề tốt. • Khả năng chịu...",warehouse,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/nhan-vien-sales-logistics-xuat-nhap-khau-noi-djia-kh-la-cac-cong-ty-xnk-viet-nam-ho-chi-minh-2027262,2026-04-14T19:33:36.026116,title,original
scraped_vietnamworks_algolia_00070,Trưởng Phòng Kinh Doanh,CÔNG TY TNHH PHÁT TRIỂN HƯƠNG VIỆT,Kinh doanh|Xây dựng|Cơ khí|IT|Nông nghiệp|Giáo dục,Hồ Chí Minh,18000000,30000000,full-time,any,3,high,"Bạn có đủ bản lĩnh để điều hành cỗ máy tăng trưởng cho một trong những nền tảng E-learning hàng đầu Việt Nam? Năm 2026, Hương Việt Group và hệ sinh thái CLS.VN không chỉ tìm kiếm một người quản lý, chúng tôi tìm kiếm một ""Đối tác chiến lược"" để hiện thực hóa... Yêu cầu: - Có ít nhất 3-5 năm kinh nghiệm thực chiến trong mảng B2B Sales (Ưu tiên IT, Phần mềm, SaaS hoặc Giải pháp kỹ thuật). - Có tư duy ""Solution Selling"" – Bán giải pháp thay vì bán tính năng. - Kỹ năng lãnh đạo truyền cảm hứng, có khả năng xây dựng đội ngũ từ ""Good"" đến ""Great"". - Sẵn...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/truong-phong-kinh-doanh-2010388,2026-04-14T19:33:36.026184,title,original
scraped_vietnamworks_algolia_00071,Quản Lý Kinh Doanh Kinh Nghiệm Từ 5 Năm,CÔNG TY TNHH PHÁT TRIỂN HƯƠNG VIỆT,Kinh doanh|Hành chính|Xây dựng|Cơ khí|IT|Giáo dục,Hà Nội,25000000,40000000,full-time,any,5,high,"- Xây dựng, quản lý và phát triển đội ngũ kinh doanh. - Chịu trách nhiệm về chỉ tiêu doanh số của nhóm, lập kế hoạch hành động theo từng quý, tháng, tuần. - Hướng dẫn, đào tạo nhân sự mới về sản phẩm, kỹ năng tư vấn, quy trình bán hàng và kiến thức ngành. - Tìm kiếm, tiếp... Yêu cầu: • Ưu tiên có kinh nghiệm quan lý đội nhóm, tư vấn giải pháp, đàm phán và chốt sale trong mô hình B2B • Kỹ năng giao tiếp tốt, khả năng thuyết trình và tư vấn sản phẩm. • Chủ động, có khả năng phát triển thị trường và mở rộng mạng lưới đối tác. Năng lực & tố chất: - Tư...",sales,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/quan-ly-kinh-doanh-kinh-nghiem-tu-5-nam-2010389,2026-04-14T19:33:36.026251,title,original
scraped_vietnamworks_algolia_00072,Chuyên viên kế toán tổng hợp - Vin Nexus Center,Hệ thống Giáo dục Vinschool,Kế toán|Cơ khí|Giáo dục|Tài chính,Hà Nội,11500000,20700000,full-time,<35,2,university,"Giới thiệu Trường Giáo dục chuyên biệt Vin Nexus Center là mô hình giáo dục phi lợi nhuận do Tập đoàn Vingroup đầu tư và phát triển, với sứ mệnh nâng cao chất lượng cuộc sống cho học sinh rối loạn phát triển - nhóm trẻ hiện vẫn đang thiếu hụt các dịch vụ giáo... Yêu cầu: • Tốt nghiệp đại học chuyên ngành tài chính, kế toán. • Có kinh nghiệm tối thiểu 2 năm trở lên ở vị trí kế toán tổng hợp, độ tuổi từ 26-36. • Am hiểu chuẩn mực, chế độ kế toán. • Thành thạo các phần mềm máy tính, đặc biệt là SAP, ERP. • Có tinh thần...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/chuyen-vien-ke-toan-tong-hop-vin-nexus-center-2030890,2026-04-14T19:33:36.026315,title,inferred
scraped_vietnamworks_algolia_00073,[Junior] Giám Sát Thi Công Nội Thất | Interior Construction Supervisor (Up to $1000),"T.S.I Vietnam Co., Ltd",Lao động phổ thông|Xây dựng|Cơ khí,Hà Nội,1000,500000000,full-time,any,0,university,"Tóm tắt công việc Giám sát Nội thất Cấp hỗ trợ các hoạt động thi công nội thất tại công trường. Vị trí này không dành cho ứng viên hoàn toàn chưa có kinh nghiệm thực tế, đồng thời yêu cầu cao về khả năng báo cáo chính xác và giao tiếp rõ ràng. Vai trò tập... Yêu cầu: • Tối thiểu 1 năm kinh nghiệm liên quan đến thi công nội thất hoặc xây dựng (chấp nhận sinh viên mới tốt nghiệp có định hướng rõ ràng) • Tốt nghiệp chuyên ngành Kiến trúc, Xây dựng hoặc liên quan (trung cấp trở lên) • Có hiểu biết cơ bản về bản vẽ kỹ thuật, mặt...",construction,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/junior-giam-sat-thi-cong-noi-that-interior-construction-supervisor-up-to-1000-2025150,2026-04-14T19:33:36.026378,title,original
scraped_vietnamworks_algolia_00074,Kế Toán Thuế (Giao Tiếp Tốt Tiếng Anh hoặc Tiếng Hoa) - Lương Upto 30 Million,Công Ty TNHH Horizon Construction Development OVERSEAS (Việt Nam),Kế toán|Cơ khí|Kho vận|Tài chính,Hồ Chí Minh,0,30000000,full-time,any,3,university,"Mô tả công việc: - Quản lý xuất hóa đơn cho các bộ phận - Kiểm tra tính hợp lý, hợp lệ, đầy đủ của chứng từ thanh toán - Phân tích số liệu kế toán, đánh giá các khoản phải thu, phải trả, và theo dõi tình hình tài chính doanh nghiệp. - Lập Báo cáo Thuế... Yêu cầu: 2. Yêu cầu: - Tốt nghiệp đại học chuyên ngành Kế toán, Tài chính hoặc các ngành liên quan. - Sử dụng thành thạo tiếng Trung hoặc tiếng Anh (nghe, nói, đọc, viết) - Ít nhất 3 năm kinh nghiệm quản lý thuế, có kinh nghiệm tại 4 công ty kế toán lớn và ưu tiên thuế...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/ke-toan-thue-giao-tiep-tot-tieng-anh-hoac-tieng-hoa-luong-upto-30-million-2028598,2026-04-14T19:33:36.026445,title,original
scraped_vietnamworks_algolia_00075,Nhân Viên Kế Toán Có Kinh Nghiệm,Công Ty TNHH Sodick Việt Nam,Kế toán|Hành chính|Cơ khí|Điện,Hồ Chí Minh,12000000,21600000,full-time,any,5,university,"• Hạch toán, kiểm tra và tổng hợp chứng từ kế toán phát sinh. • Tra cứu & lưu trữ file hóa đơn điện tử, kiểm tra sắp xếp lưu trữ chứng từ & hồ sơ kế toán. • Lập báo cáo thuế GTGT, thuế nhà thầu hàng tháng, thuế... Yêu cầu: • Tối thiểu 5 năm kinh nghiệm ở vị trí kế toán tổng hợp • Có khả năng giao tiếp và đọc hiểu tài liệu tiếng Anh. • Tốt nghiệp cao đẳng, đại học chuyên ngành kế toán/ kiểm toán. • Chăm chỉ, trung thực, có tinh thần trách...",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/nhan-vien-ke-toan-co-kinh-nghiem-2028617,2026-04-14T19:33:36.026506,title,inferred
