id,age,gender,education,marital_status,skills,experience_years,location,target_job,barriers,employment_status,current_salary
worker_0253,51,male,none,widowed,skills|salary_range,24,Nha Trang,Lái xe,other|health,unemployed,0
worker_0254,64,male,university,single,skills|salary_range,30,Cần Thơ,Nhân viên phục vụ,,unemployed,0
worker_0255,37,other,middle,divorced,skills,13,Bắc Ninh,Kế toán / Hành chính,location|family,unemployed,0
worker_0256,51,male,none,single,skills|salary_range,24,Buôn Ma Thuột,Giúp việc / Dịch vụ,,retired,8158492
worker_0257,54,female,middle,divorced,salary_range,26,Thanh Hóa,Nông dân / Nông nghiệp,,self-employed,4971381
worker_0258,60,male,none,divorced,skills|salary_range,30,Biên Hòa,Lái xe,techGap,unemployed,0
worker_0259,55,male,none,widowed,skills|salary_range,30,Nha Trang,Giúp việc / Dịch vụ,location|health|techGap,employed,3001070
worker_0260,65,other,college,single,salary_range|skills,30,Buôn Ma Thuột,Lao động xây dựng,family|location,self-employed,7560076
worker_0261,41,other,middle,single,salary_range,20,Cần Thơ,Nhân viên kho vận,other,self-employed,6932871
worker_0262,59,female,college,single,skills,30,Vĩnh Phúc,Nhân viên bán hàng,health|location|family,unemployed,0
worker_0263,59,other,vocational,married,skills|salary_range,30,Huế,Nông dân / Nông nghiệp,other,employed,3042703
worker_0264,63,other,vocational,married,skills|salary_range,30,Hải Phòng,Lái xe,health|techGap|family,employed,6195844
worker_0265,37,male,middle,divorced,skills|salary_range,15,Huế,Nông dân / Nông nghiệp,techGap|location,retired,3125244
worker_0266,39,female,university,widowed,skills|salary_range,13,Bắc Ninh,Công nhân sản xuất,other|location,retired,13091009
worker_0267,53,other,university,single,salary_range|skills,25,Bình Dương,Nhân viên bán hàng,other,unemployed,0
worker_0268,50,male,high,single,salary_range|skills,20,Vũng Tàu,Lái xe,family|other,self-employed,11959108
worker_0269,63,male,high,divorced,salary_range|skills,30,Buôn Ma Thuột,Nông dân / Nông nghiệp,other|health,employed,9172529
worker_0270,46,female,middle,divorced,skills|salary_range,26,Nam Định,Bảo vệ,,self-employed,4605922
worker_0271,48,male,high,married,skills|salary_range,20,Biên Hòa,Nhân viên phục vụ,location,unemployed,0
worker_0272,37,other,vocational,married,skills,7,Qui Nhơn,Nhân viên bán hàng,,unemployed,0
worker_0273,56,female,college,widowed,skills|salary_range,30,Vinhy,Nông dân / Nông nghiệp,location|health,self-employed,14461096
worker_0274,52,male,none,single,skills,22,Vinhy,Thợ lành nghề,,unemployed,0
worker_0275,60,male,university,single,skills|salary_range,30,Cần Thơ,Bảo vệ,other|location,unemployed,0
worker_0276,36,male,high,married,skills|salary_range,16,Bắc Ninh,Thợ lành nghề,other|location,self-employed,7717528
worker_0277,65,female,university,married,salary_range|skills,30,TP. Hồ Chí Minh,Bảo vệ,,unemployed,0
worker_0278,65,female,primary,married,salary_range|skills,30,Vũng Tàu,Giúp việc / Dịch vụ,family|location,retired,11238978
worker_0279,63,female,middle,divorced,salary_range|skills,30,Nha Trang,Nông dân / Nông nghiệp,location|techGap,unemployed,0
worker_0280,60,female,none,divorced,skills,30,Hải Dương,Lái xe,location,self-employed,11843776
worker_0281,47,male,none,single,skills|salary_range,22,Đà Lạt,Kế toán / Hành chính,techGap|health,retired,6635964
worker_0282,49,other,high,widowed,salary_range|skills,19,Thái Nguyên,Bảo vệ,techGap,self-employed,13733062
worker_0283,41,female,none,widowed,salary_range|skills,18,Hải Dương,Nông dân / Nông nghiệp,,unemployed,0
worker_0284,37,female,university,divorced,skills|salary_range,14,Hải Phòng,Giúp việc / Dịch vụ,,unemployed,0
worker_0285,50,female,college,single,salary_range|skills,29,Hà Nội,Nông dân / Nông nghiệp,techGap|location,retired,4086903
worker_0286,44,male,vocational,divorced,salary_range|skills,22,Thanh Hóa,Pha chế,health|location,unemployed,0
worker_0287,49,female,none,single,skills,28,Vinhy,Nhân viên kho vận,,unemployed,0
worker_0288,51,female,none,married,skills|salary_range,25,Nha Trang,Kế toán / Hành chính,location,employed,11664936
worker_0289,37,female,middle,widowed,salary_range|skills,13,Huế,Kế toán / Hành chính,,employed,4207376
worker_0290,38,female,high,single,salary_range|skills,10,Đà Nẵng,Nhân viên bán hàng,family|techGap,employed,13112486
worker_0291,53,other,middle,married,salary_range|skills,24,Vinhy,Thợ lành nghề,,retired,4745058
worker_0292,55,other,vocational,married,skills|salary_range,30,Thanh Hóa,Bảo vệ,,employed,10452726
worker_0293,36,other,primary,married,salary_range|skills,11,Biên Hòa,Thợ lành nghề,health|other,unemployed,0
worker_0294,44,female,none,widowed,skills|salary_range,19,Cần Thơ,Kế toán / Hành chính,,unemployed,0
worker_0295,42,male,university,single,salary_range|skills,12,Hà Nội,Công nhân sản xuất,techGap|family,self-employed,12221811
worker_0296,46,other,college,married,skills|salary_range,24,Biên Hòa,Giúp việc / Dịch vụ,health,unemployed,0
worker_0297,37,female,primary,single,salary_range,7,Thanh Hóa,Kế toán / Hành chính,health|location,unemployed,0
worker_0298,36,other,none,married,skills|salary_range,11,Đà Nẵng,Thợ lành nghề,location|other,self-employed,8760659
worker_0299,44,male,college,divorced,skills|salary_range,24,Biên Hòa,Nhân viên bán hàng,health,unemployed,0
worker_0300,46,male,vocational,married,salary_range,24,Hà Nội,Lao động xây dựng,techGap,unemployed,0
worker_0301,41,female,university,widowed,salary_range|skills,13,Nam Định,Pha chế,health|other,self-employed,14537085
worker_0302,35,female,primary,single,salary_range|skills,13,Thái Nguyên,Giúp việc / Dịch vụ,,retired,12121935
worker_0303,39,female,vocational,married,skills,15,Đà Lạt,Bảo vệ,family,retired,13732959
worker_0304,44,male,primary,single,salary_range,16,Hải Dương,Nhân viên bán hàng,,employed,11859254
worker_0305,56,other,vocational,widowed,skills|salary_range,28,Thanh Hóa,Pha chế,techGap,employed,12187406
worker_0306,52,other,middle,widowed,salary_range|skills,30,Đà Lạt,Kế toán / Hành chính,,unemployed,0
worker_0307,44,male,primary,married,salary_range|skills,15,Bắc Ninh,Công nhân sản xuất,family|other,employed,5432892
worker_0308,48,male,none,single,skills|salary_range,27,Biên Hòa,Thợ lành nghề,location|other|health,self-employed,11611023
worker_0309,52,other,vocational,widowed,skills|salary_range,28,Đà Lạt,Kế toán / Hành chính,,unemployed,0
worker_0310,62,female,middle,widowed,skills|salary_range,30,Hải Dương,Nhân viên bán hàng,family|health,unemployed,0
worker_0311,48,female,vocational,divorced,salary_range|skills,22,Bình Dương,Lao động xây dựng,other|location,self-employed,4069714
worker_0312,41,other,university,widowed,salary_range|skills,14,Nha Trang,Pha chế,other|health|location,employed,10152970
worker_0313,59,male,primary,married,skills,30,Thanh Hóa,Pha chế,,employed,9923587
worker_0314,59,other,vocational,divorced,skills|salary_range,30,Huế,Lao động xây dựng,location|family|other,retired,3291867
worker_0315,55,female,vocational,married,skills|salary_range,30,Hà Nội,Thợ lành nghề,location,self-employed,10310296
worker_0316,43,male,university,single,skills|salary_range,20,Đà Nẵng,Công nhân sản xuất,health|family|other,self-employed,11717633
worker_0317,35,female,university,married,salary_range|skills,9,Buôn Ma Thuột,Thợ lành nghề,health|location,unemployed,0
worker_0318,56,other,college,widowed,skills|salary_range,30,Nam Định,Nhân viên kho vận,family,self-employed,12570027
worker_0319,57,male,none,married,skills|salary_range,30,Hà Nội,Pha chế,other,unemployed,0
worker_0320,60,female,high,widowed,salary_range|skills,30,Vũng Tàu,Giúp việc / Dịch vụ,techGap|other,unemployed,0
worker_0321,45,male,university,married,salary_range|skills,23,Cần Thơ,Nông dân / Nông nghiệp,techGap,retired,9136094
worker_0322,50,other,none,married,salary_range|skills,21,Vũng Tàu,Bảo vệ,techGap,unemployed,0
worker_0323,38,female,vocational,divorced,skills|salary_range,12,Hải Dương,Kế toán / Hành chính,techGap|other,employed,8228327
worker_0324,64,female,none,single,skills|salary_range,30,Hải Phòng,Bảo vệ,techGap,employed,14082708
worker_0325,39,male,university,widowed,salary_range|skills,13,Bình Dương,Bảo vệ,,retired,11377427
worker_0326,57,male,vocational,single,salary_range|skills,27,Nha Trang,Bảo vệ,location|techGap,self-employed,12452971
worker_0327,55,female,primary,married,salary_range|skills,30,Huế,Nông dân / Nông nghiệp,family,employed,6244651
worker_0328,60,male,primary,widowed,skills|salary_range,30,Bình Dương,Giúp việc / Dịch vụ,techGap|family,retired,14781635
worker_0329,44,male,none,single,skills|salary_range,16,Biên Hòa,Lái xe,health,retired,5922379
worker_0330,44,other,high,single,skills|salary_range,23,Hải Phòng,Nhân viên kho vận,location|health,employed,5971609
worker_0331,46,other,high,single,salary_range|skills,18,Vĩnh Phúc,Nông dân / Nông nghiệp,health,self-employed,4394309
worker_0332,60,female,primary,divorced,skills|salary_range,30,Bình Dương,Nông dân / Nông nghiệp,health|techGap,retired,12878205
worker_0333,65,other,university,single,skills|salary_range,30,Đà Lạt,Nhân viên kho vận,other,self-employed,8499989
worker_0334,61,other,college,single,salary_range|skills,30,Thanh Hóa,Công nhân sản xuất,,self-employed,12794584
worker_0335,47,female,high,married,skills|salary_range,23,TP. Hồ Chí Minh,Lao động xây dựng,family|techGap|location,self-employed,11823202
worker_0336,46,other,high,married,skills,25,Qui Nhơn,Nhân viên bán hàng,health,unemployed,0
worker_0337,55,female,middle,single,skills|salary_range,30,Hải Dương,Thợ lành nghề,location|health,unemployed,0
worker_0338,60,male,none,divorced,salary_range|skills,30,Huế,Lao động xây dựng,health|other,retired,14034194
worker_0339,55,female,vocational,divorced,salary_range|skills,30,Huế,Lao động xây dựng,health|family,employed,11208214
worker_0340,42,other,middle,single,salary_range|skills,17,Vũng Tàu,Lái xe,,retired,14504468
worker_0341,57,female,middle,single,skills|salary_range,30,Qui Nhơn,Kế toán / Hành chính,location|family,retired,3731449
worker_0342,61,other,none,married,salary_range,30,Đà Nẵng,Kế toán / Hành chính,other,retired,5537576
worker_0343,48,male,university,widowed,salary_range|skills,23,Buôn Ma Thuột,Kế toán / Hành chính,techGap|location|other,unemployed,0
worker_0344,44,other,middle,divorced,skills|salary_range,23,Cần Thơ,Giúp việc / Dịch vụ,,retired,8067729
worker_0345,49,female,high,single,skills|salary_range,19,TP. Hồ Chí Minh,Lái xe,techGap|location,unemployed,0
worker_0346,49,female,high,married,salary_range|skills,23,Buôn Ma Thuột,Lao động xây dựng,health|techGap|family,employed,12697974
worker_0347,61,female,none,single,skills|salary_range,30,Biên Hòa,Kế toán / Hành chính,techGap,retired,7449592
worker_0348,41,other,high,widowed,skills,21,Hải Dương,Giúp việc / Dịch vụ,location|other,unemployed,0
worker_0349,38,female,high,married,salary_range|skills,11,TP. Hồ Chí Minh,Kế toán / Hành chính,family|health,retired,8074318
worker_0350,38,other,university,divorced,salary_range|skills,10,Bắc Ninh,Bảo vệ,other,employed,7599483
worker_0351,55,male,primary,married,salary_range|skills,30,Nam Định,Lao động xây dựng,other|family,unemployed,0
worker_0352,47,male,middle,widowed,salary_range,17,Vinhy,Lái xe,,retired,3709216
worker_0353,47,other,university,widowed,salary_range|skills,22,Vinhy,Nhân viên bán hàng,health|location|family,retired,12454116
worker_0354,55,other,middle,single,skills|salary_range,30,Đà Nẵng,Lao động xây dựng,family|location,self-employed,8880892
worker_0355,57,female,middle,single,salary_range|skills,28,Bình Dương,Bảo vệ,other|health,self-employed,8483106
worker_0356,43,female,college,single,skills|salary_range,21,Vĩnh Phúc,Kế toán / Hành chính,,employed,6786309
worker_0357,37,female,high,single,salary_range,14,TP. Hồ Chí Minh,Pha chế,location|techGap,retired,14581029
worker_0358,57,female,college,divorced,salary_range|skills,27,Buôn Ma Thuột,Bảo vệ,other|family,self-employed,14457536
worker_0359,35,female,none,married,skills|salary_range,9,Qui Nhơn,Công nhân sản xuất,other|techGap,unemployed,0
worker_0360,59,other,middle,widowed,skills|salary_range,30,Nha Trang,Nông dân / Nông nghiệp,,retired,3670528
worker_0361,41,female,vocational,divorced,salary_range|skills,18,Cần Thơ,Lao động xây dựng,location|family,retired,5077602
worker_0362,53,female,high,single,skills|salary_range,27,Hải Phòng,Công nhân sản xuất,techGap|other,employed,7766579
worker_0363,37,other,vocational,widowed,salary_range,16,Nam Định,Pha chế,techGap,self-employed,13671431
worker_0364,45,female,none,single,salary_range|skills,20,Cần Thơ,Pha chế,other|techGap,self-employed,12572365
worker_0365,41,male,high,divorced,salary_range|skills,17,TP. Hồ Chí Minh,Thợ lành nghề,health,employed,7418601
worker_0366,41,other,middle,married,salary_range|skills,12,Vĩnh Phúc,Giúp việc / Dịch vụ,,retired,4996379
worker_0367,53,other,middle,widowed,skills,23,Vũng Tàu,Pha chế,health|location|family,self-employed,14936833
worker_0368,39,male,high,divorced,skills|salary_range,15,Nam Định,Nhân viên kho vận,location|health,self-employed,13349883
worker_0369,40,female,middle,widowed,skills,17,Vũng Tàu,Giúp việc / Dịch vụ,,retired,5329353
worker_0370,46,other,vocational,married,salary_range|skills,16,Qui Nhơn,Lao động xây dựng,other,employed,11348277
worker_0371,57,female,college,married,skills|salary_range,27,Vinhy,Kế toán / Hành chính,other|family,self-employed,12393399
worker_0372,62,male,none,widowed,salary_range|skills,30,Hải Phòng,Nông dân / Nông nghiệp,techGap|other|health,unemployed,0
worker_0373,53,other,vocational,single,salary_range|skills,29,Biên Hòa,Lái xe,health,retired,6437930
worker_0374,35,female,high,divorced,salary_range|skills,13,Thái Nguyên,Công nhân sản xuất,health|location,unemployed,0
worker_0375,61,female,university,divorced,salary_range|skills,30,Huế,Nhân viên kho vận,health,self-employed,8427181
worker_0376,39,female,middle,married,skills|salary_range,12,Hải Dương,Giúp việc / Dịch vụ,family|techGap,self-employed,5647301
worker_0377,56,female,high,married,salary_range|skills,30,Vĩnh Phúc,Kế toán / Hành chính,health|other|location,self-employed,7966264
worker_0378,56,male,none,divorced,salary_range|skills,29,Nha Trang,Lái xe,techGap|health|location,unemployed,0
worker_0379,37,female,none,married,salary_range|skills,14,Huế,Thợ lành nghề,health|techGap|family,self-employed,7264083
worker_0380,47,other,none,single,salary_range|skills,20,Đà Lạt,Giúp việc / Dịch vụ,other,self-employed,4178839
worker_0381,48,other,high,married,skills,21,Buôn Ma Thuột,Nhân viên kho vận,health|other,unemployed,0
worker_0382,58,other,college,married,skills,30,Bình Dương,Kế toán / Hành chính,other|health,unemployed,0
worker_0383,46,other,middle,single,salary_range|skills,16,Buôn Ma Thuột,Nhân viên kho vận,location|other,self-employed,12318664
worker_0384,60,female,university,married,skills|salary_range,30,Vĩnh Phúc,Bảo vệ,,unemployed,0
worker_0385,49,other,university,divorced,skills,24,Vinhy,Pha chế,techGap,retired,12030773
worker_0386,53,female,university,married,skills,26,TP. Hồ Chí Minh,Lái xe,other|health,unemployed,0
worker_0387,41,other,college,widowed,skills|salary_range,12,Hải Phòng,Kế toán / Hành chính,health|location|other,employed,5851031
worker_0388,63,male,high,single,salary_range|skills,30,Huế,Nông dân / Nông nghiệp,family|health|other,employed,6031672
worker_0389,42,female,college,divorced,skills|salary_range,12,TP. Hồ Chí Minh,Lái xe,health|other|family,employed,5929406
worker_0390,58,male,primary,widowed,skills|salary_range,29,Hải Phòng,Kế toán / Hành chính,health|techGap|other,unemployed,0
worker_0391,64,male,university,widowed,skills|salary_range,30,Huế,Lái xe,techGap,employed,6316552
worker_0392,36,male,high,single,salary_range|skills,12,Bắc Ninh,Thợ lành nghề,family|health|techGap,self-employed,4755069
worker_0393,62,male,college,divorced,salary_range,30,Nha Trang,Nhân viên kho vận,health|techGap,retired,8122604
worker_0394,64,female,primary,single,salary_range|skills,30,Buôn Ma Thuột,Giúp việc / Dịch vụ,family|techGap|location,self-employed,3064414
worker_0395,53,male,none,widowed,skills|salary_range,30,Nha Trang,Pha chế,other|health,retired,7176241
worker_0396,37,male,primary,divorced,skills|salary_range,10,Nha Trang,Công nhân sản xuất,,retired,9716060
worker_0397,40,male,none,single,skills|salary_range,12,Bình Dương,Bảo vệ,techGap|family,self-employed,13880831
worker_0398,43,female,middle,divorced,skills|salary_range,16,Cần Thơ,Nhân viên phục vụ,,unemployed,0
worker_0399,43,other,primary,widowed,salary_range|skills,15,Thanh Hóa,Công nhân sản xuất,family|health,self-employed,3442165
worker_0400,64,female,vocational,single,skills|salary_range,30,Hà Nội,Nhân viên phục vụ,,retired,10260005
worker_0401,36,female,university,married,salary_range|skills,13,Thái Nguyên,Giúp việc / Dịch vụ,,self-employed,8115878
worker_0402,59,female,university,widowed,salary_range|skills,30,Đà Lạt,Kế toán / Hành chính,techGap,unemployed,0
worker_0403,55,female,college,married,salary_range,27,Hải Phòng,Lái xe,techGap,employed,7581394
worker_0404,37,female,primary,widowed,skills,12,Buôn Ma Thuột,Lái xe,location,retired,14849613
worker_0405,47,other,college,widowed,skills|salary_range,25,Hải Dương,Công nhân sản xuất,other,self-employed,11617882
worker_0406,60,male,high,widowed,salary_range|skills,30,Huế,Pha chế,health,retired,8573637
worker_0407,61,other,college,single,salary_range|skills,30,Hà Nội,Lao động xây dựng,techGap,unemployed,0
worker_0408,49,female,vocational,married,salary_range|skills,21,Cần Thơ,Giúp việc / Dịch vụ,,self-employed,10889334
worker_0409,42,male,high,widowed,skills|salary_range,17,Nam Định,Pha chế,other|techGap,unemployed,0
worker_0410,61,male,high,married,skills|salary_range,30,Bắc Ninh,Công nhân sản xuất,family,self-employed,7006435
worker_0411,43,other,primary,single,skills|salary_range,21,Bắc Ninh,Giúp việc / Dịch vụ,,retired,4691072
worker_0412,47,male,college,married,skills|salary_range,24,Huế,Bảo vệ,family|techGap|health,retired,7591274
worker_0413,43,male,high,widowed,skills|salary_range,23,Vinhy,Giúp việc / Dịch vụ,,retired,5684631
worker_0414,64,other,university,married,salary_range|skills,30,Đà Lạt,Công nhân sản xuất,other|health,retired,11446156
worker_0415,58,female,primary,married,salary_range|skills,30,Cần Thơ,Lao động xây dựng,health|location,self-employed,14971635
worker_0416,59,female,vocational,married,skills|salary_range,30,Vinhy,Lao động xây dựng,location|techGap,employed,11088652
worker_0417,50,male,vocational,married,salary_range|skills,25,Cần Thơ,Nông dân / Nông nghiệp,techGap,self-employed,3666362
worker_0418,45,other,university,single,salary_range|skills,21,Hà Nội,Bảo vệ,family|other,self-employed,12923982
worker_0419,40,male,vocational,divorced,skills|salary_range,12,Buôn Ma Thuột,Thợ lành nghề,family|other|location,self-employed,6607178
worker_0420,64,male,middle,married,salary_range|skills,30,Đà Lạt,Công nhân sản xuất,,retired,4699334
worker_0421,36,female,college,divorced,salary_range|skills,13,TP. Hồ Chí Minh,Pha chế,other|health|location,self-employed,4908326
worker_0422,62,male,college,single,skills|salary_range,30,Buôn Ma Thuột,Kế toán / Hành chính,,self-employed,5688676
worker_0423,63,female,high,widowed,skills|salary_range,30,Biên Hòa,Giúp việc / Dịch vụ,techGap,self-employed,6707269
worker_0424,40,female,high,married,salary_range,18,Cần Thơ,Công nhân sản xuất,,retired,8316448
worker_0425,41,other,college,widowed,salary_range|skills,15,Nam Định,Công nhân sản xuất,,retired,10548644
worker_0426,64,male,middle,widowed,salary_range|skills,30,Hà Nội,Nhân viên kho vận,family|health,unemployed,0
worker_0427,42,male,middle,single,salary_range|skills,16,Cần Thơ,Pha chế,family|location|other,unemployed,0
worker_0428,60,female,university,divorced,skills|salary_range,30,Huế,Nhân viên phục vụ,,self-employed,6720449
worker_0429,61,other,high,widowed,salary_range|skills,30,Hà Nội,Bảo vệ,family|health|location,employed,5932442
worker_0430,64,male,university,divorced,skills|salary_range,30,Hải Dương,Lao động xây dựng,,retired,11376262
worker_0431,50,male,university,single,salary_range,20,Thanh Hóa,Giúp việc / Dịch vụ,family,retired,10062365
worker_0432,35,female,middle,married,salary_range|skills,10,Hải Phòng,Thợ lành nghề,,employed,13666917
worker_0433,36,female,vocational,single,skills|salary_range,10,Cần Thơ,Bảo vệ,techGap|family|location,self-employed,6419927
worker_0434,43,female,high,single,skills|salary_range,19,Thái Nguyên,Thợ lành nghề,location|other|techGap,self-employed,11684343
worker_0435,56,other,vocational,single,salary_range|skills,26,Biên Hòa,Công nhân sản xuất,other,employed,14292994
worker_0436,64,male,primary,married,skills,30,Hải Dương,Nhân viên bán hàng,,retired,14833591
worker_0437,59,female,middle,married,skills,30,TP. Hồ Chí Minh,Nhân viên phục vụ,family,unemployed,0
worker_0438,39,female,none,widowed,salary_range|skills,14,Bình Dương,Lao động xây dựng,other|techGap,unemployed,0
worker_0439,65,other,university,single,salary_range|skills,30,Thanh Hóa,Bảo vệ,location|other,retired,13437840
worker_0440,59,male,vocational,single,skills|salary_range,30,Biên Hòa,Nhân viên bán hàng,techGap|health|family,employed,14116062
worker_0441,45,male,high,widowed,salary_range|skills,21,Vĩnh Phúc,Thợ lành nghề,location|other|health,self-employed,8743282
worker_0442,60,male,primary,single,skills|salary_range,30,Nha Trang,Nhân viên kho vận,family|health,unemployed,0
worker_0443,41,female,middle,married,skills|salary_range,21,Hải Dương,Bảo vệ,location|other|techGap,self-employed,8459844
worker_0444,62,female,college,widowed,salary_range|skills,30,Vũng Tàu,Lái xe,,unemployed,0
worker_0445,57,female,university,divorced,skills|salary_range,28,Vĩnh Phúc,Lao động xây dựng,,self-employed,8291811
worker_0446,60,female,none,married,salary_range|skills,30,Vũng Tàu,Pha chế,,employed,11751776
worker_0447,54,female,primary,single,salary_range|skills,30,Hà Nội,Bảo vệ,techGap|health|family,employed,7394394
worker_0448,61,female,university,divorced,skills|salary_range,30,Nha Trang,Giúp việc / Dịch vụ,family|location,unemployed,0
worker_0449,60,other,none,widowed,skills,30,Hải Phòng,Lái xe,location|techGap,unemployed,0
worker_0450,57,other,university,widowed,skills,30,Buôn Ma Thuột,Thợ lành nghề,location|health,self-employed,12595555
worker_0451,57,other,primary,divorced,skills|salary_range,30,Vinhy,Pha chế,location|techGap,retired,12000253
worker_0452,41,female,vocational,divorced,salary_range|skills,13,Cần Thơ,Lao động xây dựng,location,employed,6673800
worker_0453,55,male,university,married,salary_range,30,Hải Phòng,Giúp việc / Dịch vụ,location|health|family,self-employed,8847974
worker_0454,44,male,university,married,skills|salary_range,16,Thái Nguyên,Pha chế,techGap|other,unemployed,0
worker_0455,38,female,university,married,skills,10,Hà Nội,Nhân viên bán hàng,,unemployed,0
worker_0456,38,female,university,single,skills|salary_range,16,Vĩnh Phúc,Nhân viên bán hàng,health|other|family,retired,3667577
worker_0457,44,female,high,widowed,salary_range|skills,16,Biên Hòa,Lao động xây dựng,other|health|techGap,employed,6089529
worker_0458,61,male,college,widowed,skills|salary_range,30,Vũng Tàu,Lao động xây dựng,location,retired,4017848
worker_0459,45,male,none,widowed,skills,20,Thanh Hóa,Nông dân / Nông nghiệp,,retired,9403956
worker_0460,45,male,high,single,salary_range|skills,16,Biên Hòa,Giúp việc / Dịch vụ,,self-employed,9020071
worker_0461,56,other,vocational,widowed,skills|salary_range,30,Vũng Tàu,Giúp việc / Dịch vụ,family|techGap,self-employed,5747823
worker_0462,58,other,college,married,skills|salary_range,30,Biên Hòa,Bảo vệ,location,self-employed,3415333
worker_0463,55,female,university,single,salary_range|skills,25,Nam Định,Bảo vệ,other,self-employed,5988950
worker_0464,36,male,high,single,salary_range,6,Đà Lạt,Công nhân sản xuất,location,employed,5034375
worker_0465,46,other,college,widowed,skills|salary_range,20,Đà Nẵng,Nhân viên bán hàng,techGap|health,unemployed,0
worker_0466,60,male,none,married,salary_range|skills,30,Biên Hòa,Lao động xây dựng,location|family|techGap,retired,11422836
worker_0467,47,other,high,widowed,skills|salary_range,20,Qui Nhơn,Nhân viên bán hàng,other,retired,6985482
worker_0468,49,female,college,single,salary_range|skills,28,Hải Dương,Nhân viên kho vận,,unemployed,0
worker_0469,38,other,primary,widowed,skills,15,Buôn Ma Thuột,Nhân viên kho vận,location|techGap|health,employed,14357061
worker_0470,35,male,high,married,salary_range|skills,11,Bình Dương,Nông dân / Nông nghiệp,family|other|location,unemployed,0
worker_0471,38,female,college,married,salary_range|skills,11,Nha Trang,Pha chế,health|family,self-employed,10170908
worker_0472,42,male,university,widowed,skills|salary_range,21,Nha Trang,Nông dân / Nông nghiệp,location|other|family,employed,14206332
worker_0473,37,female,none,widowed,skills|salary_range,9,Thái Nguyên,Lái xe,location,retired,9320753
worker_0474,38,female,none,divorced,skills,13,Huế,Nhân viên phục vụ,family,unemployed,0
worker_0475,56,other,university,single,skills,30,Nha Trang,Bảo vệ,location|family|other,retired,8158344
worker_0476,64,female,college,single,salary_range,30,Qui Nhơn,Nông dân / Nông nghiệp,,retired,8052912
worker_0477,57,other,middle,single,salary_range|skills,30,Nha Trang,Nông dân / Nông nghiệp,other|techGap|family,self-employed,11889967
worker_0478,44,female,vocational,widowed,skills,19,Qui Nhơn,Nhân viên phục vụ,,unemployed,0
worker_0479,46,male,high,single,skills|salary_range,24,Bình Dương,Nhân viên bán hàng,family|techGap|location,self-employed,6218034
worker_0480,58,female,college,married,skills|salary_range,30,Vinhy,Thợ lành nghề,family,self-employed,7168639
worker_0481,57,other,university,divorced,salary_range|skills,30,Nam Định,Lái xe,health|techGap|family,unemployed,0
worker_0482,60,male,university,married,salary_range,30,Bắc Ninh,Nhân viên kho vận,family|techGap|location,self-employed,8803358
worker_0483,39,other,primary,single,salary_range|skills,13,Bình Dương,Nhân viên phục vụ,,self-employed,7963391
worker_0484,40,other,university,divorced,skills|salary_range,12,Qui Nhơn,Lao động xây dựng,,retired,13277849
worker_0485,61,other,university,married,skills|salary_range,30,Thanh Hóa,Thợ lành nghề,family,self-employed,3990437
worker_0486,63,male,none,married,skills|salary_range,30,Thanh Hóa,Lái xe,techGap|other|location,retired,9313367
worker_0487,35,male,college,single,skills,10,Qui Nhơn,Kế toán / Hành chính,health|family|other,unemployed,0
worker_0488,36,female,college,divorced,salary_range|skills,8,Đà Lạt,Nhân viên kho vận,other|techGap|health,employed,7172837
worker_0489,57,female,high,widowed,salary_range|skills,30,Qui Nhơn,Lao động xây dựng,location|health|family,unemployed,0
worker_0490,48,female,high,divorced,skills|salary_range,20,Vinhy,Công nhân sản xuất,techGap|family,retired,13160591
worker_0491,42,female,college,single,salary_range|skills,12,Bình Dương,Bảo vệ,techGap|location|other,self-employed,8589136
worker_0492,38,male,vocational,widowed,skills|salary_range,14,Nam Định,Kế toán / Hành chính,other|location|family,unemployed,0
worker_0493,48,female,primary,divorced,salary_range|skills,23,Vũng Tàu,Công nhân sản xuất,techGap|location|family,retired,11248641
worker_0494,36,male,college,divorced,skills|salary_range,10,Cần Thơ,Thợ lành nghề,,self-employed,13893821
worker_0495,57,female,high,single,salary_range|skills,30,Vũng Tàu,Kế toán / Hành chính,family|techGap|health,retired,5038480
worker_0496,42,female,high,single,salary_range|skills,21,Nam Định,Lái xe,family|other|health,unemployed,0
worker_0497,57,female,high,single,salary_range,30,Huế,Pha chế,techGap|family,self-employed,13654846
worker_0498,62,male,high,divorced,salary_range,30,Nam Định,Công nhân sản xuất,family,retired,3840423
worker_0499,59,male,vocational,single,salary_range,30,Đà Nẵng,Lao động xây dựng,family|techGap,self-employed,4394877
worker_0500,54,female,primary,divorced,salary_range|skills,29,Nam Định,Giúp việc / Dịch vụ,,unemployed,0
worker_0501,62,male,college,divorced,skills|salary_range,30,Thái Nguyên,Nhân viên phục vụ,location,self-employed,4032014
worker_0502,44,female,high,divorced,skills|salary_range,23,Vinhy,Bảo vệ,family,retired,9886603
worker_0503,51,other,university,divorced,salary_range|skills,27,Đà Lạt,Lao động xây dựng,,retired,4450689
worker_0504,45,male,high,married,skills|salary_range,19,Hà Nội,Thợ lành nghề,health|location,retired,6358749
worker_0505,59,female,university,divorced,salary_range|skills,30,Nha Trang,Giúp việc / Dịch vụ,other|techGap|location,employed,10213864
worker_0506,61,other,primary,widowed,skills|salary_range,30,Qui Nhơn,Kế toán / Hành chính,health,unemployed,0
