id,age,gender,education,marital_status,skills,experience_years,location,target_job,barriers,employment_status,current_salary,education_level_num,skills_normalized,barrier_health,barrier_family,barrier_techGap,barrier_location,barrier_language,barrier_score,barrier_level,region,location_normalized,cleaned_at
worker_0156,46,other,college,married,salary_range|skills,17.0,Hải Phòng,Pha chế,,unemployed,0,4,True,0,0,0,0,0,0.0,low,north,hải phòng,2026-04-19T00:38:59.543125
worker_0157,57,female,primary,divorced,salary_range|skills,28.0,Thái Nguyên,Nhân viên phục vụ,other|techGap|health,unemployed,0,1,True,1,0,1,0,0,3.5,medium,north,thái nguyên,2026-04-19T00:38:59.543222
worker_0158,37,male,university,single,salary_range|skills,9.0,Nha Trang,Lao động xây dựng,other|family|techGap,unemployed,0,5,True,0,1,1,0,0,3.0,medium,central,khánh hòa,2026-04-19T00:38:59.543266
worker_0159,59,male,college,married,salary_range|skills,30.0,Hà Nội,Pha chế,location|techGap,retired,11118312,4,True,0,0,1,1,0,2.5,medium,north,hà nội,2026-04-19T00:38:59.543326
worker_0160,48,other,university,married,salary_range|skills,18.0,Vĩnh Phúc,Lao động xây dựng,health|family,self-employed,10066289,5,True,1,1,0,0,0,3.5,medium,north,vĩnh phúc,2026-04-19T00:38:59.543424
worker_0161,44,other,upper_secondary,divorced,salary_range|skills,21.0,Thanh Hóa,Nhân viên kho vận,other|family,self-employed,5209284,3,True,0,1,0,0,0,1.5,low,north,thanh hóa,2026-04-19T00:38:59.543513
worker_0162,53,female,primary,divorced,salary_range|skills,23.0,Vĩnh Phúc,Bảo vệ,,retired,14893985,1,True,0,0,0,0,0,0.0,low,north,vĩnh phúc,2026-04-19T00:38:59.543625
worker_0163,44,male,primary,divorced,salary_range|skills,19.0,Vinhy,Kế toán / Hành chính,health,employed,4578701,1,True,1,0,0,0,0,2.0,medium,north,nghệ an,2026-04-19T00:38:59.543683
worker_0164,43,other,upper_secondary,divorced,salary_range|skills,13.0,Cần Thơ,Công nhân sản xuất,health,retired,7357803,3,True,1,0,0,0,0,2.0,medium,mekong,cần thơ,2026-04-19T00:38:59.543765
worker_0165,54,male,college,widowed,salary_range|skills,26.0,Cần Thơ,Nhân viên bán hàng,health|techGap,employed,7686847,4,True,1,0,1,0,0,3.5,medium,mekong,cần thơ,2026-04-19T00:38:59.543845
worker_0166,54,male,primary,divorced,salary_range|skills,30.0,Hải Dương,Giúp việc / Dịch vụ,,unemployed,0,1,True,0,0,0,0,0,0.0,low,north,hải dương,2026-04-19T00:38:59.543926
worker_0168,55,other,upper_secondary,divorced,salary_range|skills,26.0,Hà Nội,Bảo vệ,location|other,unemployed,0,3,True,0,0,0,1,0,1.0,low,north,hà nội,2026-04-19T00:38:59.544141
worker_0169,53,female,upper_secondary,married,salary_range|skills,30.0,Vĩnh Phúc,Giúp việc / Dịch vụ,other|techGap|location,unemployed,0,3,True,0,0,1,1,0,2.5,medium,north,vĩnh phúc,2026-04-19T00:38:59.544270
worker_0170,55,other,primary,married,salary_range|skills,30.0,Hải Phòng,Nhân viên phục vụ,location|family|other,retired,14880887,1,True,0,1,0,1,0,2.5,medium,north,hải phòng,2026-04-19T00:38:59.544388
worker_0171,49,other,college,married,salary_range|skills,26.0,Cần Thơ,Nông dân / Nông nghiệp,location|other,self-employed,10602252,4,True,0,0,0,1,0,1.0,low,mekong,cần thơ,2026-04-19T00:38:59.544485
worker_0172,64,female,university,divorced,salary_range|skills,30.0,Nam Định,Pha chế,,unemployed,0,5,True,0,0,0,0,0,0.0,low,north,nam định,2026-04-19T00:38:59.544576
worker_0173,63,female,college,divorced,salary_range|skills,30.0,TP. Hồ Chí Minh,Thợ lành nghề,,retired,10689623,4,True,0,0,0,0,0,0.0,low,south_east,hồ chí minh,2026-04-19T00:38:59.544661
worker_0174,36,other,upper_secondary,single,salary_range|skills,11.0,Cần Thơ,Nhân viên phục vụ,,self-employed,7331932,3,True,0,0,0,0,0,0.0,low,mekong,cần thơ,2026-04-19T00:38:59.544749
worker_0175,49,female,primary,single,salary_range|skills,20.0,Hà Nội,Giúp việc / Dịch vụ,health|other|family,unemployed,0,1,True,1,1,0,0,0,3.5,medium,north,hà nội,2026-04-19T00:38:59.544830
worker_0176,65,male,primary,divorced,salary_range,30.0,Nha Trang,Lái xe,other|techGap|family,retired,12357538,1,True,0,1,1,0,0,3.0,medium,central,khánh hòa,2026-04-19T00:38:59.544908
worker_0177,65,male,college,married,salary_range|skills,30.0,Vĩnh Phúc,Giúp việc / Dịch vụ,location,retired,14453803,4,True,0,0,0,1,0,1.0,low,north,vĩnh phúc,2026-04-19T00:38:59.545056
worker_0178,48,other,college,single,salary_range|skills,24.0,Nam Định,Giúp việc / Dịch vụ,location|family|techGap,retired,8433373,4,True,0,1,1,1,0,4.0,medium,north,nam định,2026-04-19T00:38:59.545164
worker_0181,47,female,primary,single,salary_range,19.0,Hà Nội,Giúp việc / Dịch vụ,,self-employed,13555754,1,True,0,0,0,0,0,0.0,low,north,hà nội,2026-04-19T00:38:59.545462
worker_0182,54,male,upper_secondary,widowed,salary_range|skills,30.0,Nam Định,Công nhân sản xuất,family|other,employed,4664434,3,True,0,1,0,0,0,1.5,low,north,nam định,2026-04-19T00:38:59.545534
worker_0184,53,male,primary,married,skills,30.0,Hà Nội,Công nhân sản xuất,location,unemployed,0,1,True,0,0,0,1,0,1.0,low,north,hà nội,2026-04-19T00:38:59.545997
worker_0186,42,female,upper_secondary,married,salary_range|skills,13.0,Đà Lạt,Nhân viên phục vụ,family|health,employed,14315779,3,True,1,1,0,0,0,3.5,medium,central_highlands,lâm đồng,2026-04-19T00:38:59.546203
worker_0187,52,other,college,married,salary_range|skills,30.0,Hải Phòng,Lao động xây dựng,location,self-employed,10958708,4,True,0,0,0,1,0,1.0,low,north,hải phòng,2026-04-19T00:38:59.546299
worker_0188,46,female,college,divorced,salary_range|skills,21.0,Nam Định,Nông dân / Nông nghiệp,health|other|family,self-employed,13033474,4,True,1,1,0,0,0,3.5,medium,north,nam định,2026-04-19T00:38:59.546400
worker_0190,47,male,university,married,salary_range|skills,20.0,Bắc Ninh,Nông dân / Nông nghiệp,techGap,employed,12501535,5,True,0,0,1,0,0,1.5,low,north,bắc ninh,2026-04-19T00:38:59.546622
worker_0191,53,male,university,single,salary_range|skills,27.0,Cần Thơ,Nhân viên phục vụ,health,employed,12077401,5,True,1,0,0,0,0,2.0,medium,mekong,cần thơ,2026-04-19T00:38:59.546721
worker_0192,37,male,upper_secondary,divorced,salary_range|skills,9.0,Thanh Hóa,Nông dân / Nông nghiệp,family,self-employed,12369339,3,True,0,1,0,0,0,1.5,low,north,thanh hóa,2026-04-19T00:38:59.546824
worker_0193,35,male,upper_secondary,widowed,salary_range|skills,7.0,Bắc Ninh,Kế toán / Hành chính,health,retired,3326771,3,True,1,0,0,0,0,2.0,medium,north,bắc ninh,2026-04-19T00:38:59.546920
worker_0195,49,male,university,married,salary_range|skills,22.0,TP. Hồ Chí Minh,Lái xe,family|location,retired,6864915,5,True,0,1,0,1,0,2.5,medium,south_east,hồ chí minh,2026-04-19T00:38:59.547179
worker_0196,58,other,primary,widowed,salary_range,30.0,Bình Dương,Nhân viên bán hàng,health|location,self-employed,14487414,1,True,1,0,0,1,0,3.0,medium,south_east,bình dương,2026-04-19T00:38:59.547287
worker_0197,62,other,university,married,salary_range|skills,30.0,TP. Hồ Chí Minh,Pha chế,techGap,self-employed,11533668,5,True,0,0,1,0,0,1.5,low,south_east,hồ chí minh,2026-04-19T00:38:59.547390
worker_0198,48,other,primary,single,salary_range|skills,20.0,Cần Thơ,Lái xe,health|family,unemployed,0,1,True,1,1,0,0,0,3.5,medium,mekong,cần thơ,2026-04-19T00:38:59.547499
worker_0199,63,female,college,single,salary_range|skills,30.0,Hà Nội,Bảo vệ,,self-employed,8428357,4,True,0,0,0,0,0,0.0,low,north,hà nội,2026-04-19T00:38:59.547579
worker_0200,42,male,primary,divorced,salary_range|skills,14.0,Hà Nội,Lao động xây dựng,other|family|health,unemployed,0,1,True,1,1,0,0,0,3.5,medium,north,hà nội,2026-04-19T00:38:59.547661
worker_0201,41,other,university,single,salary_range|skills,15.0,Nha Trang,Bảo vệ,health,retired,12156078,5,True,1,0,0,0,0,2.0,medium,central,khánh hòa,2026-04-19T00:38:59.547706
worker_0202,55,female,primary,married,salary_range|skills,27.0,Thanh Hóa,Kế toán / Hành chính,,employed,12371041,1,True,0,0,0,0,0,0.0,low,north,thanh hóa,2026-04-19T00:38:59.547831
worker_0203,52,female,primary,married,salary_range|skills,24.0,Đà Nẵng,Bảo vệ,health|techGap,retired,13393430,1,True,1,0,1,0,0,3.5,medium,central,đà nẵng,2026-04-19T00:38:59.548117
worker_0204,65,male,upper_secondary,divorced,salary_range|skills,30.0,Vũng Tàu,Giúp việc / Dịch vụ,health|other,unemployed,0,3,True,1,0,0,0,0,2.0,medium,south_east,vũng tàu,2026-04-19T00:38:59.548274
worker_0205,48,female,college,single,skills,20.0,Thanh Hóa,Nhân viên bán hàng,techGap,employed,5552968,4,True,0,0,1,0,0,1.5,low,north,thanh hóa,2026-04-19T00:38:59.548487
worker_0206,50,male,primary,single,salary_range|skills,27.0,Bắc Ninh,Giúp việc / Dịch vụ,techGap|location,retired,6133269,1,True,0,0,1,1,0,2.5,medium,north,bắc ninh,2026-04-19T00:38:59.548608
worker_0207,62,other,university,single,salary_range|skills,30.0,Nam Định,Kế toán / Hành chính,health,self-employed,14970823,5,True,1,0,0,0,0,2.0,medium,north,nam định,2026-04-19T00:38:59.548711
worker_0208,61,other,university,single,salary_range|skills,30.0,Vĩnh Phúc,Pha chế,,self-employed,13205547,5,True,0,0,0,0,0,0.0,low,north,vĩnh phúc,2026-04-19T00:38:59.548839
worker_0209,65,other,college,single,salary_range|skills,30.0,Thái Nguyên,Lái xe,location,employed,13049406,4,True,0,0,0,1,0,1.0,low,north,thái nguyên,2026-04-19T00:38:59.548945
worker_0210,38,other,upper_secondary,married,salary_range|skills,18.0,TP. Hồ Chí Minh,Lái xe,techGap|location|health,retired,12050212,3,True,1,0,1,1,0,4.5,medium,south_east,hồ chí minh,2026-04-19T00:38:59.549018
worker_0211,45,other,university,married,salary_range|skills,23.0,Bắc Ninh,Pha chế,family,unemployed,0,5,True,0,1,0,0,0,1.5,low,north,bắc ninh,2026-04-19T00:38:59.549088
worker_0212,65,male,university,widowed,salary_range|skills,30.0,Hải Dương,Pha chế,,employed,14945407,5,True,0,0,0,0,0,0.0,low,north,hải dương,2026-04-19T00:38:59.549159
worker_0213,44,female,upper_secondary,single,salary_range|skills,23.0,Nha Trang,Nhân viên kho vận,family,unemployed,0,3,True,0,1,0,0,0,1.5,low,central,khánh hòa,2026-04-19T00:38:59.549202
worker_0214,56,other,upper_secondary,married,salary_range|skills,30.0,Vũng Tàu,Kế toán / Hành chính,techGap|health|family,retired,7459248,3,True,1,1,1,0,0,5.0,high,south_east,vũng tàu,2026-04-19T00:38:59.549273
worker_0215,57,female,primary,widowed,salary_range|skills,30.0,Thanh Hóa,Nông dân / Nông nghiệp,location|techGap|family,unemployed,0,1,True,0,1,1,1,0,4.0,medium,north,thanh hóa,2026-04-19T00:38:59.549328
worker_0216,58,female,primary,divorced,salary_range|skills,30.0,Đà Lạt,Thợ lành nghề,family,retired,5073442,1,True,0,1,0,0,0,1.5,low,central_highlands,lâm đồng,2026-04-19T00:38:59.549363
worker_0217,44,female,upper_secondary,single,salary_range|skills,14.0,Vinhy,Nông dân / Nông nghiệp,,unemployed,0,3,True,0,0,0,0,0,0.0,low,north,nghệ an,2026-04-19T00:38:59.549414
worker_0218,37,male,primary,divorced,salary_range|skills,15.0,TP. Hồ Chí Minh,Nhân viên kho vận,techGap,unemployed,0,1,True,0,0,1,0,0,1.5,low,south_east,hồ chí minh,2026-04-19T00:38:59.549459
worker_0222,54,male,primary,widowed,salary_range|skills,25.0,Hải Dương,Nhân viên bán hàng,techGap,self-employed,4101234,1,True,0,0,1,0,0,1.5,low,north,hải dương,2026-04-19T00:38:59.549696
worker_0223,35,other,university,married,salary_range|skills,14.0,TP. Hồ Chí Minh,Nhân viên bán hàng,other|family|location,retired,3296992,5,True,0,1,0,1,0,2.5,medium,south_east,hồ chí minh,2026-04-19T00:38:59.549740
worker_0224,54,female,primary,widowed,salary_range|skills,27.0,Hải Phòng,Kế toán / Hành chính,family|location|techGap,unemployed,0,1,True,0,1,1,1,0,4.0,medium,north,hải phòng,2026-04-19T00:38:59.549784
worker_0225,60,female,upper_secondary,single,salary_range|skills,30.0,Nha Trang,Nhân viên bán hàng,location|other|techGap,unemployed,0,3,True,0,0,1,1,0,2.5,medium,central,khánh hòa,2026-04-19T00:38:59.549868
worker_0226,53,other,college,divorced,skills,23.0,Cần Thơ,Thợ lành nghề,health,self-employed,10665735,4,True,1,0,0,0,0,2.0,medium,mekong,cần thơ,2026-04-19T00:38:59.549922
worker_0228,59,other,university,widowed,salary_range|skills,30.0,Vũng Tàu,Thợ lành nghề,other,employed,11761505,5,True,0,0,0,0,0,0.0,low,south_east,vũng tàu,2026-04-19T00:38:59.550037
worker_0229,36,other,university,widowed,salary_range|skills,10.0,Thái Nguyên,Nhân viên kho vận,health|other|location,retired,14091926,5,True,1,0,0,1,0,3.0,medium,north,thái nguyên,2026-04-19T00:38:59.550097
worker_0230,52,female,primary,single,skills,25.0,Thái Nguyên,Lao động xây dựng,location|family,unemployed,0,1,True,0,1,0,1,0,2.5,medium,north,thái nguyên,2026-04-19T00:38:59.550154
worker_0231,43,other,college,divorced,salary_range|skills,22.0,Bắc Ninh,Lái xe,techGap|health|family,employed,14874235,4,True,1,1,1,0,0,5.0,high,north,bắc ninh,2026-04-19T00:38:59.550196
worker_0232,61,other,upper_secondary,divorced,salary_range|skills,30.0,Thái Nguyên,Công nhân sản xuất,other|health,retired,9322394,3,True,1,0,0,0,0,2.0,medium,north,thái nguyên,2026-04-19T00:38:59.550276
worker_0233,50,male,primary,widowed,salary_range|skills,20.0,Đà Nẵng,Giúp việc / Dịch vụ,health|other,unemployed,0,1,True,1,0,0,0,0,2.0,medium,central,đà nẵng,2026-04-19T00:38:59.550316
worker_0234,43,other,college,divorced,salary_range|skills,17.0,Nam Định,Pha chế,health,retired,7336021,4,True,1,0,0,0,0,2.0,medium,north,nam định,2026-04-19T00:38:59.550364
worker_0236,38,female,primary,single,salary_range,11.0,Huế,Lái xe,other|location,self-employed,6662859,1,True,0,0,0,1,0,1.0,low,central,thừa thiên huế,2026-04-19T00:38:59.550450
worker_0238,62,female,college,married,salary_range|skills,30.0,Cần Thơ,Công nhân sản xuất,location|techGap|family,self-employed,3605069,4,True,0,1,1,1,0,4.0,medium,mekong,cần thơ,2026-04-19T00:38:59.550555
worker_0239,63,other,upper_secondary,married,salary_range|skills,30.0,Hải Phòng,Pha chế,family,unemployed,0,3,True,0,1,0,0,0,1.5,low,north,hải phòng,2026-04-19T00:38:59.550599
worker_0240,42,female,college,married,salary_range|skills,19.0,Vĩnh Phúc,Lái xe,family,employed,4385053,4,True,0,1,0,0,0,1.5,low,north,vĩnh phúc,2026-04-19T00:38:59.550667
worker_0241,38,other,primary,single,salary_range|skills,11.0,Đà Nẵng,Công nhân sản xuất,location,retired,6242871,1,True,0,0,0,1,0,1.0,low,central,đà nẵng,2026-04-19T00:38:59.550726
worker_0242,38,male,primary,single,salary_range,13.0,Thái Nguyên,Nhân viên phục vụ,health|location,employed,12316159,1,True,1,0,0,1,0,3.0,medium,north,thái nguyên,2026-04-19T00:38:59.550813
worker_0243,38,male,university,divorced,salary_range|skills,11.0,Đà Lạt,Kế toán / Hành chính,other|location|techGap,retired,3934434,5,True,0,0,1,1,0,2.5,medium,central_highlands,lâm đồng,2026-04-19T00:38:59.550854
worker_0244,59,other,primary,single,salary_range|skills,30.0,Nam Định,Nhân viên phục vụ,,self-employed,6770147,1,True,0,0,0,0,0,0.0,low,north,nam định,2026-04-19T00:38:59.550930
worker_0245,49,male,college,divorced,salary_range|skills,26.0,Đà Nẵng,Nông dân / Nông nghiệp,family,employed,8456637,4,True,0,1,0,0,0,1.5,low,central,đà nẵng,2026-04-19T00:38:59.550987
worker_0246,55,male,primary,widowed,salary_range|skills,30.0,Cần Thơ,Thợ lành nghề,location|other|health,employed,3322516,1,True,1,0,0,1,0,3.0,medium,mekong,cần thơ,2026-04-19T00:38:59.551051
worker_0248,55,male,primary,married,salary_range|skills,30.0,Nam Định,Nhân viên kho vận,,self-employed,7972346,1,True,0,0,0,0,0,0.0,low,north,nam định,2026-04-19T00:38:59.551245
worker_0249,58,other,college,widowed,salary_range,30.0,Hải Dương,Lái xe,,self-employed,12291347,4,True,0,0,0,0,0,0.0,low,north,hải dương,2026-04-19T00:38:59.551317
worker_0250,55,other,university,single,salary_range|skills,29.0,Vinhy,Bảo vệ,location|other|family,employed,12486115,5,True,0,1,0,1,0,2.5,medium,north,nghệ an,2026-04-19T00:38:59.551370
worker_0252,48,other,university,single,salary_range|skills,22.0,Cần Thơ,Bảo vệ,location|techGap,self-employed,7434176,5,True,0,0,1,1,0,2.5,medium,mekong,cần thơ,2026-04-19T00:38:59.551526
worker_0253,51,male,primary,widowed,salary_range|skills,24.0,Nha Trang,Lái xe,other|health,unemployed,0,1,True,1,0,0,0,0,2.0,medium,central,khánh hòa,2026-04-19T00:38:59.551565
worker_0254,64,male,university,single,salary_range|skills,30.0,Cần Thơ,Nhân viên phục vụ,,unemployed,0,5,True,0,0,0,0,0,0.0,low,mekong,cần thơ,2026-04-19T00:38:59.551635
worker_0255,37,other,upper_secondary,divorced,skills,13.0,Bắc Ninh,Kế toán / Hành chính,location|family,unemployed,0,3,True,0,1,0,1,0,2.5,medium,north,bắc ninh,2026-04-19T00:38:59.551697
worker_0257,54,female,upper_secondary,divorced,salary_range,26.0,Thanh Hóa,Nông dân / Nông nghiệp,,self-employed,4971381,3,True,0,0,0,0,0,0.0,low,north,thanh hóa,2026-04-19T00:38:59.551825
worker_0259,55,male,primary,widowed,salary_range|skills,30.0,Nha Trang,Giúp việc / Dịch vụ,location|health|techGap,employed,3001070,1,True,1,0,1,1,0,4.5,medium,central,khánh hòa,2026-04-19T00:38:59.551906
worker_0261,41,other,upper_secondary,single,salary_range,20.0,Cần Thơ,Nhân viên kho vận,other,self-employed,6932871,3,True,0,0,0,0,0,0.0,low,mekong,cần thơ,2026-04-19T00:38:59.552058
worker_0262,59,female,college,single,skills,30.0,Vĩnh Phúc,Nhân viên bán hàng,health|location|family,unemployed,0,4,True,1,1,0,1,0,4.5,medium,north,vĩnh phúc,2026-04-19T00:38:59.552164
worker_0263,59,other,college,married,salary_range|skills,30.0,Huế,Nông dân / Nông nghiệp,other,employed,3042703,4,True,0,0,0,0,0,0.0,low,central,thừa thiên huế,2026-04-19T00:38:59.552203
worker_0264,63,other,college,married,salary_range|skills,30.0,Hải Phòng,Lái xe,health|techGap|family,employed,6195844,4,True,1,1,1,0,0,5.0,high,north,hải phòng,2026-04-19T00:38:59.552255
worker_0265,37,male,upper_secondary,divorced,salary_range|skills,15.0,Huế,Nông dân / Nông nghiệp,techGap|location,retired,3125244,3,True,0,0,1,1,0,2.5,medium,central,thừa thiên huế,2026-04-19T00:38:59.552284
worker_0266,39,female,university,widowed,salary_range|skills,13.0,Bắc Ninh,Công nhân sản xuất,other|location,retired,13091009,5,True,0,0,0,1,0,1.0,low,north,bắc ninh,2026-04-19T00:38:59.552325
worker_0267,53,other,university,single,salary_range|skills,25.0,Bình Dương,Nhân viên bán hàng,other,unemployed,0,5,True,0,0,0,0,0,0.0,low,south_east,bình dương,2026-04-19T00:38:59.552367
worker_0268,50,male,upper_secondary,single,salary_range|skills,20.0,Vũng Tàu,Lái xe,family|other,self-employed,11959108,3,True,0,1,0,0,0,1.5,low,south_east,vũng tàu,2026-04-19T00:38:59.552412
worker_0270,46,female,upper_secondary,divorced,salary_range|skills,26.0,Nam Định,Bảo vệ,,self-employed,4605922,3,True,0,0,0,0,0,0.0,low,north,nam định,2026-04-19T00:38:59.552566
worker_0273,56,female,college,widowed,salary_range|skills,30.0,Vinhy,Nông dân / Nông nghiệp,location|health,self-employed,14461096,4,True,1,0,0,1,0,3.0,medium,north,nghệ an,2026-04-19T00:38:59.552718
worker_0274,52,male,primary,single,skills,22.0,Vinhy,Thợ lành nghề,,unemployed,0,1,True,0,0,0,0,0,0.0,low,north,nghệ an,2026-04-19T00:38:59.552744
worker_0275,60,male,university,single,salary_range|skills,30.0,Cần Thơ,Bảo vệ,other|location,unemployed,0,5,True,0,0,0,1,0,1.0,low,mekong,cần thơ,2026-04-19T00:38:59.552785
worker_0276,36,male,upper_secondary,married,salary_range|skills,16.0,Bắc Ninh,Thợ lành nghề,other|location,self-employed,7717528,3,True,0,0,0,1,0,1.0,low,north,bắc ninh,2026-04-19T00:38:59.552825
worker_0277,65,female,university,married,salary_range|skills,30.0,TP. Hồ Chí Minh,Bảo vệ,,unemployed,0,5,True,0,0,0,0,0,0.0,low,south_east,hồ chí minh,2026-04-19T00:38:59.552866
worker_0278,65,female,primary,married,salary_range|skills,30.0,Vũng Tàu,Giúp việc / Dịch vụ,family|location,retired,11238978,1,True,0,1,0,1,0,2.5,medium,south_east,vũng tàu,2026-04-19T00:38:59.552907
worker_0279,63,female,upper_secondary,divorced,salary_range|skills,30.0,Nha Trang,Nông dân / Nông nghiệp,location|techGap,unemployed,0,3,True,0,0,1,1,0,2.5,medium,central,khánh hòa,2026-04-19T00:38:59.552932
worker_0280,60,female,primary,divorced,skills,30.0,Hải Dương,Lái xe,location,self-employed,11843776,1,True,0,0,0,1,0,1.0,low,north,hải dương,2026-04-19T00:38:59.552975
worker_0281,47,male,primary,single,salary_range|skills,22.0,Đà Lạt,Kế toán / Hành chính,techGap|health,retired,6635964,1,True,1,0,1,0,0,3.5,medium,central_highlands,lâm đồng,2026-04-19T00:38:59.553006
worker_0282,49,other,upper_secondary,widowed,salary_range|skills,19.0,Thái Nguyên,Bảo vệ,techGap,self-employed,13733062,3,True,0,0,1,0,0,1.5,low,north,thái nguyên,2026-04-19T00:38:59.553078
worker_0283,41,female,primary,widowed,salary_range|skills,18.0,Hải Dương,Nông dân / Nông nghiệp,,unemployed,0,1,True,0,0,0,0,0,0.0,low,north,hải dương,2026-04-19T00:38:59.553121
worker_0284,37,female,university,divorced,salary_range|skills,14.0,Hải Phòng,Giúp việc / Dịch vụ,,unemployed,0,5,True,0,0,0,0,0,0.0,low,north,hải phòng,2026-04-19T00:38:59.553161
worker_0285,50,female,college,single,salary_range|skills,29.0,Hà Nội,Nông dân / Nông nghiệp,techGap|location,retired,4086903,4,True,0,0,1,1,0,2.5,medium,north,hà nội,2026-04-19T00:38:59.553198
worker_0286,44,male,college,divorced,salary_range|skills,22.0,Thanh Hóa,Pha chế,health|location,unemployed,0,4,True,1,0,0,1,0,3.0,medium,north,thanh hóa,2026-04-19T00:38:59.553248
worker_0287,49,female,primary,single,skills,28.0,Vinhy,Nhân viên kho vận,,unemployed,0,1,True,0,0,0,0,0,0.0,low,north,nghệ an,2026-04-19T00:38:59.553276
worker_0288,51,female,primary,married,salary_range|skills,25.0,Nha Trang,Kế toán / Hành chính,location,employed,11664936,1,True,0,0,0,1,0,1.0,low,central,khánh hòa,2026-04-19T00:38:59.553301
worker_0289,37,female,upper_secondary,widowed,salary_range|skills,13.0,Huế,Kế toán / Hành chính,,employed,4207376,3,True,0,0,0,0,0,0.0,low,central,thừa thiên huế,2026-04-19T00:38:59.553324
worker_0290,38,female,upper_secondary,single,salary_range|skills,10.0,Đà Nẵng,Nhân viên bán hàng,family|techGap,employed,13112486,3,True,0,1,1,0,0,3.0,medium,central,đà nẵng,2026-04-19T00:38:59.553363
worker_0291,53,other,upper_secondary,married,salary_range|skills,24.0,Vinhy,Thợ lành nghề,,retired,4745058,3,True,0,0,0,0,0,0.0,low,north,nghệ an,2026-04-19T00:38:59.553397
worker_0292,55,other,college,married,salary_range|skills,30.0,Thanh Hóa,Bảo vệ,,employed,10452726,4,True,0,0,0,0,0,0.0,low,north,thanh hóa,2026-04-19T00:38:59.553444
worker_0294,44,female,primary,widowed,salary_range|skills,19.0,Cần Thơ,Kế toán / Hành chính,,unemployed,0,1,True,0,0,0,0,0,0.0,low,mekong,cần thơ,2026-04-19T00:38:59.553541
worker_0295,42,male,university,single,salary_range|skills,12.0,Hà Nội,Công nhân sản xuất,techGap|family,self-employed,12221811,5,True,0,1,1,0,0,3.0,medium,north,hà nội,2026-04-19T00:38:59.553579
worker_0297,37,female,primary,single,salary_range,7.0,Thanh Hóa,Kế toán / Hành chính,health|location,unemployed,0,1,True,1,0,0,1,0,3.0,medium,north,thanh hóa,2026-04-19T00:38:59.553685
worker_0298,36,other,primary,married,salary_range|skills,11.0,Đà Nẵng,Thợ lành nghề,location|other,self-employed,8760659,1,True,0,0,0,1,0,1.0,low,central,đà nẵng,2026-04-19T00:38:59.553724
worker_0300,46,male,college,married,salary_range,24.0,Hà Nội,Lao động xây dựng,techGap,unemployed,0,4,True,0,0,1,0,0,1.5,low,north,hà nội,2026-04-19T00:38:59.553810
worker_0301,41,female,university,widowed,salary_range|skills,13.0,Nam Định,Pha chế,health|other,self-employed,14537085,5,True,1,0,0,0,0,2.0,medium,north,nam định,2026-04-19T00:38:59.553859
worker_0302,35,female,primary,single,salary_range|skills,13.0,Thái Nguyên,Giúp việc / Dịch vụ,,retired,12121935,1,True,0,0,0,0,0,0.0,low,north,thái nguyên,2026-04-19T00:38:59.553912
worker_0303,39,female,college,married,skills,15.0,Đà Lạt,Bảo vệ,family,retired,13732959,4,True,0,1,0,0,0,1.5,low,central_highlands,lâm đồng,2026-04-19T00:38:59.553935
worker_0304,44,male,primary,single,salary_range,16.0,Hải Dương,Nhân viên bán hàng,,employed,11859254,1,True,0,0,0,0,0,0.0,low,north,hải dương,2026-04-19T00:38:59.553973
worker_0305,56,other,college,widowed,salary_range|skills,28.0,Thanh Hóa,Pha chế,techGap,employed,12187406,4,True,0,0,1,0,0,1.5,low,north,thanh hóa,2026-04-19T00:38:59.554019
worker_0306,52,other,upper_secondary,widowed,salary_range|skills,30.0,Đà Lạt,Kế toán / Hành chính,,unemployed,0,3,True,0,0,0,0,0,0.0,low,central_highlands,lâm đồng,2026-04-19T00:38:59.554043
worker_0307,44,male,primary,married,salary_range|skills,15.0,Bắc Ninh,Công nhân sản xuất,family|other,employed,5432892,1,True,0,1,0,0,0,1.5,low,north,bắc ninh,2026-04-19T00:38:59.554083
worker_0309,52,other,college,widowed,salary_range|skills,28.0,Đà Lạt,Kế toán / Hành chính,,unemployed,0,4,True,0,0,0,0,0,0.0,low,central_highlands,lâm đồng,2026-04-19T00:38:59.554160
worker_0310,62,female,upper_secondary,widowed,salary_range|skills,30.0,Hải Dương,Nhân viên bán hàng,family|health,unemployed,0,3,True,1,1,0,0,0,3.5,medium,north,hải dương,2026-04-19T00:38:59.554203
worker_0311,48,female,college,divorced,salary_range|skills,22.0,Bình Dương,Lao động xây dựng,other|location,self-employed,4069714,4,True,0,0,0,1,0,1.0,low,south_east,bình dương,2026-04-19T00:38:59.554245
worker_0312,41,other,university,widowed,salary_range|skills,14.0,Nha Trang,Pha chế,other|health|location,employed,10152970,5,True,1,0,0,1,0,3.0,medium,central,khánh hòa,2026-04-19T00:38:59.554269
worker_0313,59,male,primary,married,skills,30.0,Thanh Hóa,Pha chế,,employed,9923587,1,True,0,0,0,0,0,0.0,low,north,thanh hóa,2026-04-19T00:38:59.554309
worker_0314,59,other,college,divorced,salary_range|skills,30.0,Huế,Lao động xây dựng,location|family|other,retired,3291867,4,True,0,1,0,1,0,2.5,medium,central,thừa thiên huế,2026-04-19T00:38:59.554335
