id,userId,data_source,exported_at,age,gender,province,education,marital_status,experience_years,employment_status,target_job,target_salary,target_province,preferred_job_type,skills,skills_count,barrier_health,barrier_family,barrier_techGap,barrier_location,barrier_other,total_barriers,current_step,is_completed,created_at,updated_at,training_weight,merged_at,age_group,has_barriers,experience_age_ratio,education_level,is_male,is_female,is_married,cleaned_at
mock_0013,mock_user_0013,mock_script,2026-04-10T18:52:04.899372,55,male,Đà Lạt,high,married,26.7,employed,Bảo vệ,13528129,Thái Bình,freelance,trộn vữa,1,0,0,0,0,1,1,4,True,2026-04-10T18:52:04.899375,2026-04-10T18:52:04.899376,0.5,2026-04-10T18:52:04.953429,55-59,1,1.2714285714285714,3,1,0,1,2026-04-10T19:11:53.780708
mock_0012,mock_user_0012,mock_script,2026-04-10T18:52:04.899348,58,male,Đà Lạt,high,married,26.8,employed,Nông dân / Nông nghiệp,14859732,Hải Phòng,freelance,bartender|lắp ráp|pccc|trang trí món ăn,4,0,0,0,0,0,0,4,True,2026-04-10T18:52:04.899352,2026-04-10T18:52:04.899354,0.5,2026-04-10T18:52:04.953429,55-59,0,1.1166666666666667,3,1,0,1,2026-04-10T19:11:53.780708
mock_0011,mock_user_0011,mock_script,2026-04-10T18:52:04.899323,36,male,Đà Lạt,college,married,2.0,employed,Bảo vệ,4192297,Thanh Hóa,full-time,bartender|giao tiếp|thu ngân|trộn vữa,4,1,0,0,1,1,3,4,True,2026-04-10T18:52:04.899327,2026-04-10T18:52:04.899328,0.5,2026-04-10T18:52:04.953429,35-44,1,1.0,5,1,0,1,2026-04-10T19:11:53.780708
mock_0010,mock_user_0010,mock_script,2026-04-10T18:52:04.899296,35,female,Bình Dương,none,married,11.4,employed,Thợ lành nghề,7157783,Hải Dương,freelance,bảo vệ|trộn vữa|điện nước|đóng gói,4,1,0,0,0,0,1,4,True,2026-04-10T18:52:04.899299,2026-04-10T18:52:04.899301,0.5,2026-04-10T18:52:04.953429,35-44,1,11.4,0,0,1,1,2026-04-10T19:11:53.780708
mock_0009,mock_user_0009,mock_script,2026-04-10T18:52:04.899272,58,female,Cần Thơ,high,widowed,26.2,retired,Giúp việc / Dịh vụ,13292326,Nghệ An,full-time,đọc bản vẽ,1,0,0,1,0,1,2,4,True,2026-04-10T18:52:04.899275,2026-04-10T18:52:04.899276,0.5,2026-04-10T18:52:04.953429,55-59,1,1.0916666666666666,3,0,1,0,2026-04-10T19:11:53.780708
mock_0008,mock_user_0008,mock_script,2026-04-10T18:52:04.899249,45,male,Vĩnh Phúc,middle,divorced,22.7,employed,Kế toán / Hành chính,10774485,Nha Trang,freelance,giao hàng|pha chế|thu ngân|đóng gói,4,0,1,0,0,0,1,4,True,2026-04-10T18:52:04.899253,2026-04-10T18:52:04.899254,0.5,2026-04-10T18:52:04.953429,45-49,1,2.0636363636363635,2,1,0,0,2026-04-10T19:11:53.780708
mock_0007,mock_user_0007,mock_script,2026-04-10T18:52:04.899224,52,male,Bình Dương,college,divorced,33.4,retired,Bảo vệ,21734093,Nghệ An,freelance,kho vận|sử dụng máy nông nghiệp,2,0,0,0,0,1,1,4,True,2026-04-10T18:52:04.899227,2026-04-10T18:52:04.899228,0.5,2026-04-10T18:52:04.953429,50-54,1,1.8555555555555556,5,1,0,0,2026-04-10T19:11:53.780708
mock_0006,mock_user_0006,mock_script,2026-04-10T18:52:04.899196,37,female,Vũng Tàu,high,married,7.3,self-employed,Bảo vệ,7609674,Bình Dương,freelance,bảo dưỡng xe,1,0,0,1,0,0,1,4,True,2026-04-10T18:52:04.899199,2026-04-10T18:52:04.899201,0.5,2026-04-10T18:52:04.953429,35-44,1,2.433333333333333,3,0,1,1,2026-04-10T19:11:53.780708
mock_0005,mock_user_0005,mock_script,2026-04-10T18:52:04.899171,50,male,Cần Thơ,high,married,20.1,employed,Kế toán / Hành chính,11811511,Hải Dương,part-time,giặt ủi|sử dụng máy nông nghiệp|xây dựng|đọc bản vẽ,4,0,1,0,0,0,1,4,True,2026-04-10T18:52:04.899174,2026-04-10T18:52:04.899176,0.5,2026-04-10T18:52:04.953429,50-54,1,1.25625,3,1,0,1,2026-04-10T19:11:53.780708
mock_0004,mock_user_0004,mock_script,2026-04-10T18:52:04.899140,46,female,Đắk Lắk,primary,married,9.6,employed,Công nhân sản xuất,7119596,Thái Nguyên,part-time,xây dựng,1,0,0,0,1,0,1,4,True,2026-04-10T18:52:04.899146,2026-04-10T18:52:04.899148,0.5,2026-04-10T18:52:04.953429,45-49,1,0.7999999999999999,1,0,1,1,2026-04-10T19:11:53.780708
mock_0003,mock_user_0003,mock_script,2026-04-10T18:52:04.899107,51,male,Qui Nhơn,middle,divorced,30.5,employed,Kế toán / Hành chính,17484500,Thái Nguyên,full-time,lái xe|xây dựng|đọc bản đồ,3,0,0,0,1,0,1,4,True,2026-04-10T18:52:04.899112,2026-04-10T18:52:04.899113,0.5,2026-04-10T18:52:04.953429,50-54,1,1.7941176470588236,2,1,0,0,2026-04-10T19:11:53.780708
mock_0024,mock_user_0024,mock_script,2026-04-10T18:52:04.899622,35,female,Nghệ An,university,married,13.2,employed,Pha chế,12766569,Biên Hòa,full-time,vận hành máy móc,1,1,0,0,0,0,1,4,True,2026-04-10T18:52:04.899625,2026-04-10T18:52:04.899626,0.5,2026-04-10T18:52:04.953429,35-44,1,13.2,6,0,1,1,2026-04-10T19:11:53.780708
mock_0026,mock_user_0026,mock_script,2026-04-10T18:52:04.899670,39,male,Hà Tĩnh,vocational,single,4.9,unemployed,Pha chế,5773423,Lâm Đồng,full-time,bảo vệ|chăm sóc người già|nhập liệu|sơn sửa nhà,4,0,0,0,0,0,0,4,True,2026-04-10T18:52:04.899673,2026-04-10T18:52:04.899675,0.5,2026-04-10T18:52:04.953429,35-44,0,0.98,4,1,0,0,2026-04-10T19:11:53.780708
mock_0049,mock_user_0049,mock_script,2026-04-10T18:52:04.900381,41,female,Nha Trang,primary,married,4.1,unemployed,Lao động xây dựng,3450135,Thanh Hóa,full-time,kiểm kê|pha chế|thu ngân|trang trí món ăn,4,0,0,0,0,0,0,4,True,2026-04-10T18:52:04.900385,2026-04-10T18:52:04.900386,0.5,2026-04-10T18:52:04.953429,35-44,0,0.5857142857142856,1,0,1,1,2026-04-10T19:11:53.780708
mock_0027,mock_user_0027,mock_script,2026-04-10T18:52:04.899692,45,other,Đà Lạt,middle,married,24.6,retired,Bảo vệ,15421673,Hải Dương,temporary,lắp ráp|xây dựng,2,0,0,0,0,0,0,4,True,2026-04-10T18:52:04.899695,2026-04-10T18:52:04.899697,0.5,2026-04-10T18:52:04.953429,45-49,0,2.2363636363636363,2,0,0,1,2026-04-10T19:11:53.780708
mock_0048,mock_user_0048,mock_script,2026-04-10T18:52:04.900358,61,other,Đà Lạt,university,married,23.2,employed,Lao động xây dựng,21228321,Hải Phòng,full-time,chế biến thực phẩm|pccc|sử dụng máy nông nghiệp,3,1,0,0,0,0,1,4,True,2026-04-10T18:52:04.900361,2026-04-10T18:52:04.900363,0.5,2026-04-10T18:52:04.953429,60-70,1,0.8592592592592593,6,0,0,1,2026-04-10T19:11:53.780708
mock_0047,mock_user_0047,mock_script,2026-04-10T18:52:04.900335,56,female,Thái Nguyên,middle,married,24.7,employed,Nhân viên phục vụ,14000796,Đà Lạt,part-time,lắp ráp|pha chế|quản lý thời gian,3,1,1,0,0,0,2,4,True,2026-04-10T18:52:04.900339,2026-04-10T18:52:04.900340,0.5,2026-04-10T18:52:04.953429,55-59,1,1.1227272727272728,2,0,1,1,2026-04-10T19:11:53.780708
mock_0046,mock_user_0046,mock_script,2026-04-10T18:52:04.900313,61,male,Cần Thơ,college,married,42.6,unemployed,Lái xe,30211864,Hà Tĩnh,part-time,giao tiếp,1,1,0,1,1,0,3,4,True,2026-04-10T18:52:04.900316,2026-04-10T18:52:04.900317,0.5,2026-04-10T18:52:04.953429,60-70,1,1.5777777777777775,5,1,0,1,2026-04-10T19:11:53.780708
mock_0045,mock_user_0045,mock_script,2026-04-10T18:52:04.900289,39,female,Huế,vocational,widowed,18.2,unemployed,Giúp việc / Dịh vụ,14709534,Đà Nẵng,full-time,chăn nuôi|trộn vữa|vận hành máy móc|điện nước,4,0,1,0,1,0,2,4,True,2026-04-10T18:52:04.900292,2026-04-10T18:52:04.900294,0.5,2026-04-10T18:52:04.953429,35-44,1,3.64,4,0,1,0,2026-04-10T19:11:53.780708
mock_0044,mock_user_0044,mock_script,2026-04-10T18:52:04.900262,61,female,Vinh,high,single,24.2,employed,Nhân viên bán hàng,12904510,Biên Hòa,temporary,nấu ăn,1,0,0,0,0,0,0,4,True,2026-04-10T18:52:04.900269,2026-04-10T18:52:04.900270,0.5,2026-04-10T18:52:04.953429,60-70,0,0.8962962962962963,3,0,1,0,2026-04-10T19:11:53.780708
mock_0043,mock_user_0043,mock_script,2026-04-10T18:52:04.900242,49,male,Hải Phòng,college,married,30.4,unemployed,Kế toán / Hành chính,22284129,Thái Nguyên,full-time,bảo dưỡng xe|lái xe|vận hành máy móc|xây dựng,4,0,0,1,0,0,1,4,True,2026-04-10T18:52:04.900245,2026-04-10T18:52:04.900247,0.5,2026-04-10T18:52:04.953429,45-49,1,2.0266666666666664,5,1,0,1,2026-04-10T19:11:53.780708
mock_0042,mock_user_0042,mock_script,2026-04-10T18:52:04.900219,41,female,Thái Bình,vocational,single,7.9,employed,Nông dân / Nông nghiệp,9137668,Đà Lạt,part-time,bảo vệ|may mặc|nhập liệu|điện nước,4,0,0,0,0,0,0,4,True,2026-04-10T18:52:04.900222,2026-04-10T18:52:04.900223,0.5,2026-04-10T18:52:04.953429,35-44,0,1.1285714285714286,4,0,1,0,2026-04-10T19:11:53.780708
mock_0041,mock_user_0041,mock_script,2026-04-10T18:52:04.900195,65,female,Hà Nam,vocational,single,28.9,unemployed,Giúp việc / Dịh vụ,19850160,Bình Dương,full-time,bảo vệ|chế biến thực phẩm|lái xe|đóng gói,4,0,0,0,0,0,0,4,True,2026-04-10T18:52:04.900198,2026-04-10T18:52:04.900199,0.5,2026-04-10T18:52:04.953429,60-70,0,0.932258064516129,4,0,1,0,2026-04-10T19:11:53.780708
mock_0040,mock_user_0040,mock_script,2026-04-10T18:52:04.900171,36,female,Bình Dương,middle,married,9.0,unemployed,Nhân viên kho vận,6566477,Qui Nhơn,full-time,chăm sóc khách hàng|phục vụ bàn|sửa chữa,3,1,0,0,0,0,1,4,True,2026-04-10T18:52:04.900174,2026-04-10T18:52:04.900175,0.5,2026-04-10T18:52:04.953429,35-44,1,4.5,2,0,1,1,2026-04-10T19:11:53.780708
mock_0039,mock_user_0039,mock_script,2026-04-10T18:52:04.900148,62,male,Nam Định,primary,divorced,39.4,unemployed,Kế toán / Hành chính,17171079,Bắc Ninh,full-time,kho vận|nấu ăn,2,1,1,0,0,0,2,4,True,2026-04-10T18:52:04.900151,2026-04-10T18:52:04.900153,0.5,2026-04-10T18:52:04.953429,60-70,1,1.407142857142857,1,1,0,0,2026-04-10T19:11:53.780708
mock_0038,mock_user_0038,mock_script,2026-04-10T18:52:04.900126,54,other,Lâm Đồng,none,divorced,27.8,employed,Nhân viên kho vận,13801174,Quảng Nam,full-time,bán hàng|bảo vệ,2,0,0,1,0,0,1,4,True,2026-04-10T18:52:04.900129,2026-04-10T18:52:04.900131,0.5,2026-04-10T18:52:04.953429,50-54,1,1.39,0,0,0,0,2026-04-10T19:11:53.780708
mock_0037,mock_user_0037,mock_script,2026-04-10T18:52:04.900104,45,male,TP. Hồ Chí Minh,university,married,6.9,employed,Bảo vệ,8707409,Hà Nam,full-time,chăm sóc người già|may mặc,2,0,0,0,0,0,0,4,True,2026-04-10T18:52:04.900108,2026-04-10T18:52:04.900109,0.5,2026-04-10T18:52:04.953429,45-49,0,0.6272727272727273,6,1,0,1,2026-04-10T19:11:53.780708
mock_0036,mock_user_0036,mock_script,2026-04-10T18:52:04.900077,35,female,Cần Thơ,college,divorced,14.8,unemployed,Lái xe,12373741,Nha Trang,full-time,lắp đặt|nhập liệu|phục vụ bàn,3,0,0,0,0,1,1,4,True,2026-04-10T18:52:04.900080,2026-04-10T18:52:04.900083,0.5,2026-04-10T18:52:04.953429,35-44,1,14.8,5,0,1,0,2026-04-10T19:11:53.780708
mock_0035,mock_user_0035,mock_script,2026-04-10T18:52:04.900055,53,other,Lâm Đồng,college,single,29.2,employed,Nhân viên bán hàng,19286773,Hà Nam,part-time,điện nước,1,0,0,0,0,0,0,4,True,2026-04-10T18:52:04.900058,2026-04-10T18:52:04.900059,0.5,2026-04-10T18:52:04.953429,50-54,0,1.5368421052631578,5,0,0,0,2026-04-10T19:11:53.780708
mock_0034,mock_user_0034,mock_script,2026-04-10T18:52:04.900032,52,male,Đắk Lắk,none,single,20.9,employed,Công nhân sản xuất,10990147,Nha Trang,full-time,bartender|pccc|trồng trọt,3,0,0,0,0,0,0,4,True,2026-04-10T18:52:04.900035,2026-04-10T18:52:04.900037,0.5,2026-04-10T18:52:04.953429,50-54,0,1.161111111111111,0,1,0,0,2026-04-10T19:11:53.780708
mock_0033,mock_user_0033,mock_script,2026-04-10T18:52:04.899838,64,female,Huế,high,married,42.7,employed,Kế toán / Hành chính,22794900,Đà Nẵng,temporary,bartender|bán hàng|may mặc,3,0,1,0,0,0,1,4,True,2026-04-10T18:52:04.900008,2026-04-10T18:52:04.900010,0.5,2026-04-10T18:52:04.953429,60-70,1,1.4233333333333331,3,0,1,1,2026-04-10T19:11:53.780708
mock_0032,mock_user_0032,mock_script,2026-04-10T18:52:04.899816,52,male,Vĩnh Phúc,middle,married,22.1,employed,Thợ lành nghề,13406013,Hải Dương,part-time,nấu ăn|pccc|vận hành máy móc|đọc bản vẽ,4,0,1,0,0,0,1,4,True,2026-04-10T18:52:04.899819,2026-04-10T18:52:04.899820,0.5,2026-04-10T18:52:04.953429,50-54,1,1.227777777777778,2,1,0,1,2026-04-10T19:11:53.780708
mock_0031,mock_user_0031,mock_script,2026-04-10T18:52:04.899792,44,female,Thái Nguyên,college,single,21.0,retired,Nhân viên bán hàng,19335311,Nam Định,full-time,chế biến thực phẩm,1,0,0,1,0,1,2,4,True,2026-04-10T18:52:04.899795,2026-04-10T18:52:04.899796,0.5,2026-04-10T18:52:04.953429,35-44,1,2.1,5,0,1,0,2026-04-10T19:11:53.780708
mock_0030,mock_user_0030,mock_script,2026-04-10T18:52:04.899770,54,other,Hà Nam,high,married,22.1,unemployed,Pha chế,15844472,Thái Nguyên,full-time,chăm sóc khách hàng|đọc bản vẽ|đọc bản đồ,3,0,0,0,0,0,0,4,True,2026-04-10T18:52:04.899774,2026-04-10T18:52:04.899775,0.5,2026-04-10T18:52:04.953429,50-54,0,1.105,3,0,0,1,2026-04-10T19:11:53.780708
mock_0029,mock_user_0029,mock_script,2026-04-10T18:52:04.899743,61,male,Hải Dương,none,married,32.9,self-employed,Nhân viên phục vụ,17310394,Đắk Lắk,part-time,chăm sóc khách hàng,1,0,1,1,1,0,3,4,True,2026-04-10T18:52:04.899746,2026-04-10T18:52:04.899749,0.5,2026-04-10T18:52:04.953429,60-70,1,1.2185185185185186,0,1,0,1,2026-04-10T19:11:53.780708
mock_0028,mock_user_0028,mock_script,2026-04-10T18:52:04.899720,62,other,Vũng Tàu,vocational,married,35.0,unemployed,Nhân viên kho vận,25858999,Cần Thơ,full-time,nhập liệu|phục vụ bàn,2,0,1,0,0,0,1,4,True,2026-04-10T18:52:04.899723,2026-04-10T18:52:04.899725,0.5,2026-04-10T18:52:04.953429,60-70,1,1.25,4,0,0,1,2026-04-10T19:11:53.780708
mock_0100,mock_user_0100,mock_script,2026-04-10T18:52:04.901618,43,male,Bắc Ninh,primary,single,10.3,unemployed,Công nhân sản xuất,8214681,Hà Nam,full-time,bán hàng nông sản|bảo vệ,2,0,0,0,1,0,1,4,True,2026-04-10T18:52:04.901621,2026-04-10T18:52:04.901623,0.5,2026-04-10T18:52:04.953429,35-44,1,1.1444444444444446,1,1,0,0,2026-04-10T19:11:53.780708
synthetic_10000,synthetic_user_10000,synthetic_high_risk,2026-04-15T23:16:32.436672,52,male,Hà Tĩnh,primary,married,20.3,unemployed,Thợ lành nghề,10722000,Quảng Ngãi,part-time,giao tiếp|sơn sửa nhà|vận hành máy móc|lái xe|kho vận,5,0,0,1,1,0,2,4,True,2026-04-15T23:16:32.436728,2026-04-15T23:16:32.436732,0.8,2026-04-15T23:16:32.436735,50-54,1,0.9234,1,1,0,1,
synthetic_10001,synthetic_user_10001,synthetic_high_risk,2026-04-15T23:16:32.437680,63,male,Khánh Hòa,high,divorced,2.1,part-time,Bảo vệ,9332000,Bình Dương,part-time,đóng gói,1,1,1,0,0,0,2,4,True,2026-04-15T23:16:32.437715,2026-04-15T23:16:32.437717,0.8,2026-04-15T23:16:32.437719,60-64,1,0.0637,3,1,0,0,
synthetic_10002,synthetic_user_10002,synthetic_high_risk,2026-04-15T23:16:32.438121,54,female,Khánh Hòa,middle,married,10.1,unemployed,Lái xe,6014000,Cần Thơ,part-time,bartender|giao hàng|đóng gói|chăm sóc khách hàng|lắp ráp,5,0,0,0,0,0,0,4,True,2026-04-15T23:16:32.438149,2026-04-15T23:16:32.438151,0.8,2026-04-15T23:16:32.438153,50-54,0,0.4192,2,0,1,1,
synthetic_10003,synthetic_user_10003,synthetic_high_risk,2026-04-15T23:16:32.438449,65,male,Đà Nẵng,high,married,3.0,part-time,Nhân viên bán hàng,14616000,Long An,part-time,sửa chữa,1,0,0,1,1,1,3,4,True,2026-04-15T23:16:32.438468,2026-04-15T23:16:32.438470,0.8,2026-04-15T23:16:32.438472,65-69,1,0.0845,3,1,0,1,
synthetic_10004,synthetic_user_10004,synthetic_high_risk,2026-04-15T23:16:32.438864,60,male,Đà Nẵng,middle,married,25.1,unemployed,Thợ lành nghề,2792000,Long An,full-time,pccc|trang trí|giao tiếp,3,1,0,1,1,1,4,4,True,2026-04-15T23:16:32.438898,2026-04-15T23:16:32.438901,0.8,2026-04-15T23:16:32.438904,60-64,1,0.8362,2,1,0,1,
synthetic_10005,synthetic_user_10005,synthetic_high_risk,2026-04-15T23:16:32.439377,61,male,Đồng Nai,primary,single,23.7,unemployed,Pha chế,7539000,Thanh Hóa,part-time,kiểm kê|điện nước|bartender,3,1,0,1,1,0,3,4,True,2026-04-15T23:16:32.439413,2026-04-15T23:16:32.439415,0.8,2026-04-15T23:16:32.439418,60-64,1,0.7642,1,1,0,0,
synthetic_10006,synthetic_user_10006,synthetic_high_risk,2026-04-15T23:16:32.439777,62,female,Lâm Đồng,middle,married,29.8,retired,Giúp việc / Dịch vụ,5088000,Quảng Ngãi,part-time,nhập liệu|xây dựng|chăm sóc khách hàng|trồng trọt,4,1,0,0,0,0,1,4,True,2026-04-15T23:16:32.439802,2026-04-15T23:16:32.439804,0.8,2026-04-15T23:16:32.439806,60-64,1,0.9325,2,0,1,1,
synthetic_10007,synthetic_user_10007,synthetic_high_risk,2026-04-15T23:16:32.440147,55,female,Nghệ An,middle,married,2.9,part-time,Giúp việc / Dịch vụ,12543000,Kiên Giang,full-time,nhập liệu,1,1,0,1,0,1,3,4,True,2026-04-15T23:16:32.440163,2026-04-15T23:16:32.440165,0.8,2026-04-15T23:16:32.440166,55-59,1,0.1162,2,0,1,1,
synthetic_10008,synthetic_user_10008,synthetic_high_risk,2026-04-15T23:16:32.440767,63,male,Kiên Giang,middle,married,35.6,retired,Kế toán / Hành chính,9255000,Hà Nội,part-time,sử dụng máy nông nghiệp|sơn sửa nhà|điện nước|nhập liệu|sửa chữa,5,0,1,0,0,0,1,4,True,2026-04-15T23:16:32.440791,2026-04-15T23:16:32.440793,0.8,2026-04-15T23:16:32.440794,60-64,1,1.0796,2,1,0,1,
