id,title,company,skills,location,salary_min,salary_max,type,age_preference,experience_required,education_required,description,category,source,job_url,scraped_at
scraped_vietnamworks_algolia_00030,Debug Supervisor,Công Ty TNHH Ajax Systems Việt Nam,,Hưng Yên,0,0,full-time,any,0,high,"1. Job Summary The Debug Supervisor is responsible for leading and managing the debug/repair function within the production line, ensuring timely identification, analysis, and resolution of product defects in mass production. This role plays a critical part in improving product quality, reducing failure rates, and supporting continuous production flow, especially in a fast-scaling manufacturing environment. 2.... Yêu cầu: 3. Qualification Requirements Education Bachelor’s degree in Electronics, Electrical Engineering, Mechatronics, or related field. Experience Minimum 3–5 years of experience in electronics manufacturing (SMT, PCBA, or assembly). At least 1–2 years in a supervisory or team leader role (debug/repair preferred). Experience in high-volume production environments is a strong advantage. Technical Skills Strong knowledge of: Electronics troubleshooting and circuit analysis PCBA debugging and repair Test...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/debug-supervisor--2032834,2026-04-14T20:32:35.947051
scraped_vietnamworks_algolia_00031,JP Business Development Manager ( Japanese Speaking),Ceva Logistics Vietnam,,Hồ Chí Minh,0,0,full-time,any,2,university,"Job Purpose To identify, analyze and develop business opportunities in order to bring about new business, maintain existing business and penetrate more business with an existing customer. Key Accountabilities Main areas of focus and accountability of the role – detail in order of importance the main areas of accountability of the role: 1. To seek... Yêu cầu: Essential • College or University Certificate major in Foreign Trade, Marketing or Business Administration is preferable • Experiences in import and export, freight forwarding or shipping lines • Fluent in Japanese and good at English • Strong organizational skills, self-starter and self-motivated Specialist Knowledge • Good in communication and negotiation • Able to work independently or in group under high pressure",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/jp-business-development-manager-japanese-speaking-2016132,2026-04-14T20:32:35.947131
scraped_vietnamworks_algolia_00036,Nhân Viên Bảo Trì - Không Yêu Cầu Kinh Nghiệm (Có Xe Đưa Đón Hà Nội - Hưng Yên),Công Ty CP Hyundai Aluminum Vina,,Hưng Yên,0,0,full-time,any,0,high,"- Thực hiện bảo trì, sửa chữa hệ thống điện và tự động hóa theo kế hoạch định kỳ. - Kiểm tra, giám sát tình trạng hoạt động của thiết bị điện, điều khiển tự động và khắc phục sự cố kịp thời. - Đảm bảo hoạt động liên tục của hệ thống điện và máy... Yêu cầu: - Không yêu cầu kinh nghiệm - Ưu tiên có kinh nghiệm ở vị trí tương đương với 1 trong các yêu cầu sau: &#43; Hiểu biết sâu về vật liệu cơ khí, sử dụng thành thạo các dụng cụ đo lường. &#43; Có khả năng đọc và hiểu bản vẽ thủy lực khí nén, bản...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/nhan-vien-bao-tri-khong-yeu-cau-kinh-nghiem-co-xe-dua-don-ha-noi-hung-yen--2038738,2026-04-14T20:32:35.947495
scraped_vietnamworks_algolia_00037,AI Operations Specialist (English-Speaking),BAYLINK SHIPPING INC.,,Hồ Chí Minh,0,0,full-time,any,1,university,"We are a U.S.-based international logistics and freight forwarding company seeking a highly capable AI Operations Specialist to join our Vietnam office. This role focuses on leveraging cutting-edge AI tools to optimize business workflows, automate operations, and enhance productivity across logistics processes. ________________________________________ Key Responsibilities • Utilize advanced AI tools such as Claude, ChatGPT, and other AI platforms to... Yêu cầu: • Strong hands-on experience with modern AI tools (LLMs, automation platforms, AI copilots) • Familiarity with AI ecosystems such as Claude, ChatGPT, plugins, and API integrations • Experience with local AI deployment (GPU servers, on-premise models, etc.) is a strong plus • Fluent in English • Fast learner with the ability to quickly adapt to new technologies • Problem-solving mindset with...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/ai-operations-specialist-english-speaking-2036527,2026-04-14T20:32:35.947584
scraped_vietnamworks_algolia_00038,Garment Merchandiser/ Nhân Viên Quản Lý Đơn Hàng May Mặc,"Hansae HCM Co., Ltd",,Hồ Chí Minh,0,0,full-time,any,0,high,"- Manage the order and lab dip status. - Handle sample, trim,... - Issue documents (Debit note, Invoice,…etc.) - Work with factories to ensure quality, quantity, timing, and pricing. (The applicants will be assigned work that matches his/her experience: trim/ sample...) Yêu cầu: • College/ bachelor’s degree • Have 0-6 years of experience as a merchandiser at garment companies (Factory/Office) • English Communication (Skilled – daily communication and email) • Proficient in Word, Excel, PowerPoint, Outlook • High responsibility, willing to learn, and able to work under pressure • Be able to start working as soon as possible",production,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/garment-merchandiser-nhan-vien-quan-ly-don-hang-may-mac--2032705,2026-04-14T20:32:35.947647
scraped_vietnamworks_algolia_00039,Kế Toán Hợp Nhất,Eurowindow Holding,,Hà Nội,0,0,full-time,any,2,university,"- Lập, luân chuyển, kiểm soát, lưu trữ chứng từ kế toán theo quy định; - Kiểm tra, đối chiếu, tổng hợp số liệu từ các phần hành kế toán; - Thực hiện các bút toán kết chuyển cuối kỳ, lập báo cáo tài chính; - Lập Báo cáo tài chính, Báo cáo thuế, Báo cáo quản... Yêu cầu: - Tốt nghiệp ĐH chuyên ngành kế toán, kiểm toán... - Tối thiểu 03 năm kinh nghiệm làm kế toán và 01 năm làm kế toán tổng hợp cho các công ty chủ đầu tư xây dựng, bất động sản - Trung thực, nhiệt tình, trách nhiệm với công việc",accounting,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/ke-toan-hop-nhat--2022912,2026-04-14T20:32:35.947712
scraped_vietnamworks_algolia_00040,Trưởng Bộ Phận Phát Triển Ứng Dụng,Bắc Á Bank - Https://tuyendung.baca-Bank.vn/,,Hà Nội,0,0,full-time,any,5,university,"Mục đích công việc: Quản lý đội ngũ phát triển ứng dụng (web, mobile, backend) cho hệ thống dịch vụ ngân hàng điện tử nhằm đảm bảo hệ thống ngân hàng số có tính ổn định, hiệu năng và khả năng mở rộng; chịu trách nhiệm kỹ thuật xuyên suốt từ thiết kế... Yêu cầu: Trình độ đào tạo: Tốt nghiệp chuyên ngành Công nghệ thông tin tại các trường đại học trong/ngoài nước. Yêu cầu về kinh nghiệm: • Tối thiểu 5 năm kinh nghiệm phát triển phần mềm (Full-stack), trong đó tối thiểu 2 năm ở vị trí Tech Lead hoặc Trưởng bộ phận; • Có kinh...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/truong-bo-phan-phat-trien-ung-dung-2037214,2026-04-14T20:32:35.947786
scraped_vietnamworks_algolia_00041,Freight Forwarding Specialist,Ahlers Belgium,,Hồ Chí Minh,1000,1200,full-time,any,3,high,"• Process incoming transport & freight forwarding requests; especially for air freight and cross border orders; warehousing and domestic transportation • Coordinate pre-carriage, on-carriage, port handling & local transport • Request and negotiate freight rates with suppliers • Issue transport orders and ensure accurate shipping documentation • Monitor and follow up on shipments with clients, carriers & internal teams • Resolve operational issues proactively • Work... Yêu cầu: • Native Vietnamese + strong English (written & spoken) • 3-5 years’ experience in logistics, freight forwarding, or transport operations • Strong organizational and communication skills • Comfortable with TMS systems, digital logistics platforms & data handling • Able to work independently and within a small team • Resilient...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/freight-forwarding-specialist-2040347,2026-04-14T20:32:35.947856
scraped_vietnamworks_algolia_00071,Nhân Viên Chứng Từ Hàng Nhập Khẩu,Công Ty TNHH Extendmax Việt Nam,,Hà Nội,10000000,15000000,full-time,any,2,university,"• Liên hệ trao đổi với khách hàng về nội dung liên quan đến lô hàng nhập khẩu • Xử lý và kiểm tra chứng từ xuất nhập khẩu (khoảng 30-50 lô hàng /tháng) • Rà soát các chứng từ nhập khẩu như: AWB, Hợp đồng, Hóa đơn thương mại và Phiếu đóng gói (PL). • Đảm bảo tính hợp lệ,... Yêu cầu: • Tốt nghiệp Đại học chuyên ngành liên quan. • Sử dụng tốt tiếng Anh: đặc biệt kỹ năng đọc, viết. • Có kiến thức tốt về thương mại quốc tế, thủ tục hải quan • Trung thực, có trách nhiệm, cầu tiến, cẩn thận và chủ động trong công việc • Kinh nghiệm tối thiểu 2 năm trong lĩnh vực chứng từ...",other,VietnamWorks_Algolia,https://www.vietnamworks.com/viec-lam/nhan-vien-chung-tu-hang-nhap-khau-2033124,2026-04-14T20:32:35.950046
scraped_vieclam24h_00001,Nhân Viên Kế Toán Tổng Hợp (Lương Từ,,,Hồ Chí Minh,15000000,15000000,full-time,any,0,high,"- Thực hiện nghiệp vụ kế toán tổng hợp: thu – chi, xuất nhập, tính lương CBCNV trên phần mềm - Ra phiếu xuất nhập nguyên liệu, vật tư và kiểm soát các định, hạn mức đã đăng ký khi tạo phiếu. - Quản lý, lưu trữ sổ sách, chứng từ kế toán mua bán. - Xuất hóa đơn VAT, theo dõi hóa đơn đầu vào – đầu ra. - Hạch toán phát sinh, phối hợp kế toán thuế đảm bảo đúng quy định. - Theo dõi, tổng hợp và đôn đốc công nợ khách hàng. - Lập báo cáo kết quả kinh doanh, báo cáo nội bộ định kỳ. - Theo dõi thanh toán hợp đồng, hỗ trợ nghiệp vụ nhân sự cơ bản & công việc khác theo phân công .",accounting,Vieclam24h,https://vieclam24h.vn/ke-toan/nhan-vien-ke-toan-tong-hop-luong-tu-15-trieu-25-trieu-c17p122id200800486.html,2026-04-14T20:48:36.148194
scraped_vieclam24h_00006,Kế Toán Tổng Hợp - Lương Từ 15-,,,Hồ Chí Minh,17000000,17000000,full-time,any,0,high,"- Hạch toán các nghiệp vụ kế toán phát sinh hàng ngày. - Kiểm tra và đối chiếu các chứng từ kế toán, sổ sách kế toán. - Lập báo cáo tài chính định kỳ (quý/năm). - Lập tờ khai thuế GTGT, TNCN, TNDN, báo cáo sử dụng hóa đơn... - Làm việc với cơ quan thuế và các cơ quan chức năng khi cần. - Phối hợp với các phòng ban để đảm bảo quy trình tài chính – kế toán diễn ra suôn sẻ",accounting,Vieclam24h,https://vieclam24h.vn/ke-toan/ke-toan-tong-hop-luong-tu-15-17tr-di-lam-ngay-c17p122id200793156.html,2026-04-14T20:48:36.148489
scraped_vieclam24h_00007,Chuyên Viên Khách Hàng Cá Nhân - Lương Cơ Bản Từ 15 -,,,Hồ Chí Minh,20000000,20000000,full-time,any,0,high,"Tìm kiếm, phát triển và quản lý danh mục khách hàng cá nhân. Tư vấn, giới thiệu các sản phẩm/dịch vụ tài chính ngân hàng (tiền gửi, tín dụng, thẻ, bảo hiểm, v.v.). Chăm sóc khách hàng hiện hữu, duy trì và phát triển mối quan hệ lâu dài. Thực hiện các chỉ tiêu kinh doanh được giao. Phân tích nhu cầu khách hàng, đề xuất giải pháp tài chính phù hợp. Thực hiện các thủ tục hồ sơ, quy trình tín dụng theo quy định của ngân hàng. Phối hợp với các bộ phận liên quan để đảm bảo chất lượng dịch vụ.",other,Vieclam24h,https://vieclam24h.vn/ngan-hang/chuyen-vien-khach-hang-ca-nhan-luong-co-ban-tu-15-20-trieu-c19p119id200794830.html,2026-04-14T20:48:36.148541
scraped_vieclam24h_00013,Kế Toán Dịch Vụ - Thu Nhập Lên Đến,,,Hồ Chí Minh,30000000,30000000,full-time,any,0,high,"Xử lý chứng từ mua hàng, bán hàng, ngân hàng, tiền lương Biết chốt công nợ, giá thành, TSCĐ, CCDC…. Biết đánh giá rủi ro của Tồn kho, Công nợ Phải thu, Phải trả, … In đóng chứng từ hàng tháng, in đóng sổ sách hàng quý, năm Lập thư tư vấn rủi ro cho khách hàng tháng, quý Các công việc khác theo yêu cầu của lãnh đạo",accounting,Vieclam24h,https://vieclam24h.vn/ke-toan/ke-toan-dich-vu-thu-nhap-len-den-30-trieu-tai-nha-trang-c17p109id200789238.html,2026-04-14T20:48:36.148940
scraped_vieclam24h_00014,Kế Toán Thuế - Thu Nhập Lên Đến,,,Hồ Chí Minh,18000000,18000000,full-time,any,0,high,"- Được đào tạo và thực hiện các nghiệp vụ kế toán thuế thực tế. - Nhập dữ liệu vào phần mềm kế toán và lập hồ sơ khai thuế. - Kiểm tra tính hợp pháp, hợp lý của chứng từ kế toán, lập sổ sách kế toán, báo cáo tài chính và quyết toán thuế. - Các công việc phát sinh khác được giao.",accounting,Vieclam24h,https://vieclam24h.vn/ke-toan/ke-toan-thue-thu-nhap-len-den-18-trieu-c17p73id200797722.html,2026-04-14T20:48:36.148981
scraped_vieclam24h_00016,Nhân Viên Tư Vấn Tại Văn Phòng Thu Nhập,,,Hồ Chí Minh,10000000,10000000,full-time,any,0,high,"Tư vấn và bán hàng sản phẩm cho khách hàng tiềm năng có sẵn 100%. Khách đã có nhu cầu, chỉ tập trung bán hàng, không tìm khách mới để bán hàng Làm việc tại văn phòng bán hàng , không đi thị trường. Làm việc theo giờ hành chính từ thứ 2 - thứ 7. Đi làm ngay. Địa chỉ làm việc: Tòa nhà QTSC9, Công viên Phần mềm Quang Trung, Quận 12",other,Vieclam24h,https://vieclam24h.vn/cham-soc-khach-hang/nhan-vien-tu-van-tai-van-phong-thu-nhap-tren-10-trieu-c30p122id200803176.html,2026-04-14T20:48:36.149067
scraped_vieclam24h_00019,Kế Toán Tổng Hợp Lương Upto,,,Hồ Chí Minh,20000000,20000000,full-time,any,0,high,"• Quản lý toàn bộ số liệu kế toán của công ty (mua – bán – kho – công nợ) • Kiểm soát chặt công nợ khách hàng & nhà cung cấp (rất quan trọng) • Theo dõi tồn kho thực tế (phối hợp kho + kinh doanh) • Lập và chịu trách nhiệm báo cáo thuế, báo cáo tài chính • Làm việc trực tiếp với cơ quan thuế, ngân hàng • Phát hiện sai lệch số liệu, cảnh báo rủi ro cho sếp",accounting,Vieclam24h,https://vieclam24h.vn/hanh-chinh-thu-ky/ke-toan-tong-hop-luong-upto-20tr-di-lam-ngay-c1p73id200797305.html,2026-04-14T20:48:36.149200
scraped_vieclam24h_00020,"Nam_Nhân Viên Thủ Kho, Làm Ca Xoay 12 Tiếng (Bình Chánh) Lương 12-",,,Hồ Chí Minh,15000000,15000000,full-time,any,0,high,"- Thực hiện thủ tục xuất nhập hàng. - Theo dõi hàng tồn kho. - Sắp xếp hàng hóa trong kho gọn gàng, sạch sẽ.... - Kiểm soát, quản lý hàng hóa trong kho - Một số công việc khác theo sự sắp xếp của cấp trên. - Làm việc xoay ca, mỗi ca 12 tiếng - Làm việc tại: 2A58 Trần Văn Giàu, Xã Phạm Văn Hai, Huyện Bình Chánh, Thành phố Hồ Chí Minh",other,Vieclam24h,https://vieclam24h.vn/thu-mua-kho-van-chuoi-cung-ung/nam-nhan-vien-thu-kho-lam-ca-xoay-12-tieng-binh-chanh-luong-12-15-trieu-c14p122id200801400.html,2026-04-14T20:48:36.149245
scraped_vieclam24h_00021,Giám Sát Kinh Doanh (Lương Cứng,,,Hồ Chí Minh,15000000,15000000,full-time,any,0,high,"Hệ Sinh Thái Homex: Phan Khang Home, Lavie Decor, Phan Khang Land A. Thực chiến thị trường & Phát triển Đại lý (Sales Execution) • Quản trị mục tiêu: Chịu trách nhiệm về chỉ tiêu doanh số (KPI) của khu vực được giao (ví dụ: mục tiêu 30 tỷ cho Phan khang Home, 20 tỷ cho Lavie Decor năm 2026). • Phát triển mạng lưới: Trực tiếp tìm kiếm, thẩm định và mở mới các đại lý/điểm bán tại khu vực trọng điểm. • Hỗ trợ Sell-out: Không chỉ bán hàng vào đại lý (Sell-in), mà phải lên phương án hỗ trợ đại lý đẩy hàng ra người tiêu dùng cuối (Sell-out) thông qua trưng bày, tư vấn kỹ thuật. B. Tích hợp Giá trị Hệ sinh thái (Ecosystem Value-add) • Cross-selling: Giới thiệu và tư vấn các gói giải pháp từ Lavie Decor (Thiết kế - Thi công) và Phan Khang Land cho các đối tác chiến lược. • Số hóa đại lý: Hướng dẫn và thúc đẩy đại lý sử dụng hệ thống Juliesoft (JS) để đặt hàng, quản lý công nợ và tự xuất hóa đơn (E-Invoicing). C. Quản trị Đội ngũ & Cải tiến (Management & Kaizen) • Dẫn dắt S-Team: Giám sát, đào ",sales,Vieclam24h,https://vieclam24h.vn/hanh-chinh-thu-ky/giam-sat-kinh-doanh-luong-cung-15-trieu-thuong-quan-7-c1p122id200799081.html,2026-04-14T20:48:36.149372
scraped_vieclam24h_00024,Công Ty Cổ Phần Phát,,,Hồ Chí Minh,0,0,full-time,any,0,high,"- Quản lý và điều hành toàn bộ hoạt động của phòng Hành chính Nhân sự (HCNS) tại trụ sở chính. - Xây dựng và triển khai hệ thống tuyển dụng, đào tạo, đánh giá hiệu quả công việc, chính sách lương thưởng và phúc lợi. - Đảm bảo nguồn lực nhân sự đáp ứng mục tiêu phát triển của công ty. - Hoàn thiện và cải tiến các quy trình, quy chế, chính sách nhân sự hiện có. - Quản lý công tác hành chính theo mô hình dịch vụ nội bộ, đảm bảo sự phối hợp hiệu quả giữa các bộ phận. - Báo cáo và tham mưu cho Ban Giám đốc về các vấn đề liên quan đến HCNS. - Thực hiện các nhiệm vụ khác theo sự phân công của cấp trên.",other,Vieclam24h,https://vieclam24h.vn/hanh-chinh-thu-ky/truong-phong-hanh-chinh-nhan-su-hung-yen-c1p94id200792981.html,2026-04-14T20:48:36.149866
scraped_vieclam24h_00027,Nhân Viên Tư Vấn Hoạch Định Tài Chính Làm Việc Tại Văn Phòng (Thu Nhập Từ,,,Hồ Chí Minh,16000000,16000000,full-time,any,0,high,"- Tư vấn các kế hoạch tài chính bảo hiểm tối ưu cho khách hàng - Hoạch định nguồn khách hàng tiềm năng - Xây dựng và duy trì mối quan hệ vững chắc với khách hàng và nhân viên nội bộ nhằm cung cấp dịch vụ tốt nhất đến khách hàng - Chăm sóc khách hàng cá nhân - Chú trọng xây dựng thương hiệu công ty, đem đến những trải nghiệm dịch vụ cao cấp cho khách hàng.",accounting,Vieclam24h,https://vieclam24h.vn/cham-soc-khach-hang/nhan-vien-tu-van-hoach-dinh-tai-chinh-lam-viec-tai-van-phong-thu-nhap-tu-16-trieu-tro-len-quan-1-di-lam-ngay-c30p122id200803295.html,2026-04-14T20:48:36.150042
scraped_vieclam24h_00028,Phó Phòng Nhân Sự ( Lương Tới,,,Hồ Chí Minh,20000000,20000000,full-time,any,0,high,"1. Tổ chức và điều hành bộ máy quản lý hành chính – nhân sự đủ năng lực đảm bảo các yêu cầu công việc liên quan nghiệp vụ tại công ty. 2. Hoạch định nguồn lực con người về ngắn hạn, dài hạn đảm bảo đáp ứng được nhu cầu nhân lực của công ty về cả số lượng và chất lượng bao gồm yếu tố kế thừa và phát triển nguồn nhân lực cho công ty. 3. Xây dựng giải pháp thu hút nhân lực, lập kế hoạch và triển khai tuyển dụng, đào tạo nhân lực theo yêu cầu thực tế của công ty theo từng thời điểm cụ thể. 4. Xây dựng sơ đồ tổ chức, chức năng nhiệm vụ của công ty và các phòng ban, bộ phận và cá nhân trong công ty. 5. Tổ chức, xây dựng và hoàn thiện hệ thống quản lý tại công ty liên quan nghiệp vụ hành chính - nhân sự tại công ty. 6. Tham mưu cho BTGĐ về các chính sách lao động, tiền lương phù hợp với thực tiễn công ty và luật định hiện hành. 7. Tổ chức xây dựng các quy chế hoạt động, hình thành văn hoá công ty “Đoàn kết – chia sẻ, đồng nghiệp như người thân, công ty như gia đình”. 8. Đối ứng cơ quan chức n",other,Vieclam24h,https://vieclam24h.vn/hanh-chinh-thu-ky/pho-phong-nhan-su-luong-toi-20-trieu-c1p107id200791681.html,2026-04-14T20:48:36.150155
scraped_vieclam24h_00031,Nhân Viên Văn Phòng Biết Tiếng,,,Hồ Chí Minh,18000000,18000000,full-time,any,0,high,"- Hỗ trợ phiên dịch (Trung – Việt) cho bộ phận kỹ thuật trong quá trình làm việc, họp hành, trao đổi với đối tác. - Biên dịch tài liệu kỹ thuật, email, báo cáo liên quan. - Phối hợp với bộ phận kỹ thuật để đảm bảo thông tin được truyền đạt chính xác, kịp thời. - Thực hiện các công việc hành chính văn phòng khác theo yêu cầu của cấp trên.",other,Vieclam24h,https://vieclam24h.vn/hanh-chinh-thu-ky/nhan-vien-van-phong-biet-tieng-trung-thu-nhap-den-18-trieu-c1p123id200801590.html,2026-04-14T20:48:36.150373
scraped_vieclam24h_00046,Kế Toán Nội Bộ (Thanh,,,Hà Nội,0,0,full-time,any,0,high,"- Giao dịch ngân hàng ủy nhiệm chi, thanh toán lương, tạm ứng ... - Hướng dẫn xử lý và hạch toán các nghiệp vụ kế toán - Tham gia phối hợp công tác kiểm tra, kiểm kê tại các đơn vị cơ sở - Cung cấp số liệu cho ban giám đốc hoặc các đơn vị chức năng khi có yêu cầu - Các công việc khác theo sự phân công của cấp trên Thời gian làm việc: T2-T7, từ 7h30-17h30 Địa điểm Lô CN7 Cụm CN Ngọc Hồi, Thanh Trì, HN",other,Vieclam24h,https://vieclam24h.vn/ke-toan/ke-toan-noi-bo-thanh-tri-ha-noi-c17p73id200803889.html,2026-04-14T20:48:36.152034
scraped_topcv_00000,"Bridge System Engineer (BrSE - Kỹ Sư Cầu Nối) - Lương Upto 50 Triệu ( Nghỉ Thứ 7, Chủ Nhật)",Công ty TNHH Thương Mại và Dịch Vụ Tri Thức Mới,Xem Chi Tiết Yêu Cầu|Xem Chi Tiết Quyền Lợi|Hà Nội|Việc Làm Kỹ Sư Cầu Nối Tại Hà Nội|Phường Từ Liêm - Hà Nội|1 Năm Kinh Nghiệm|Cao Đẳng Trở Lên|Tiếng Nhật Jlpt N2|Nghỉ Thứ 7|Kỹ Sư Cầu Nối Brse|Công Nghệ Thông Tin|It Project Management|Việc Làm It,Hà Nội,7000000,50000000,full-time,any,1,high,"Phản hồi của bạn rất quan trọng, TopCV mong nhận được nhiều góp ý từ bạn để cải thiện sản phẩm tốt hơn.",other,TopCV,https://www.topcv.vn/viec-lam/bridge-system-engineer-brse-ky-su-cau-noi-luong-upto-50-trieu-nghi-thu-7-chu-nhat/2082627.html?ta_source=JobSearchList_LinkDetail&u_sr_id=5f5gapH7owLoKR86TG75oDvIPOaYdCcTsPlQQcVz_1776174292,2026-04-14T20:48:36.153763
scraped_topcv_00001,Founder Startup (Chương Trình Tuyển Dụng Founder In Residence),Apero Technologies Group,Xem Chi Tiết Yêu Cầu|Xem Chi Tiết Quyền Lợi|Hà Nội|Việc Làm Tuyển Dụng Tại Hà Nội|Phường Đại Mỗ - Hà Nội|Việc Làm Tuyển Dụng Tại Phường Đại Mỗ - Hà Nội|Trên 5 Năm Kinh Nghiệm|Đại Học Trở Lên|Nghỉ Thứ 7|Product Owner/Product Manager|Công Nghệ Thông Tin|Product Management|Việc Làm It,Hà Nội,0,0,full-time,any,5,high,"Phản hồi của bạn rất quan trọng, TopCV mong nhận được nhiều góp ý từ bạn để cải thiện sản phẩm tốt hơn.",other,TopCV,https://www.topcv.vn/viec-lam/founder-startup-chuong-trinh-tuyen-dung-founder-in-residence/2114368.html?ta_source=JobSearchList_LinkDetail&u_sr_id=5f5gapH7owLoKR86TG75oDvIPOaYdCcTsPlQQcVz_1776174292,2026-04-14T20:48:36.153866
scraped_topcv_00002,"3D Artist(Game/VR) - Animation/Game Design - Salary 20–25M, District 7, Ho Chi Minh City",CÔNG TY TNHH SERVICE ONE GLOBAL,Xem Chi Tiết Yêu Cầu|Hồ Chí Minh|Việc Làm 3D Artist(Game Tại Hồ Chí Minh|Bình Dương|Việc Làm 3D Artist(Game Tại Bình Dương|Bà Rịa-Vũng Tàu|Việc Làm 3D Artist(Game Tại Bà Rịa-Vũng Tàu|Phường Tân Mỹ - Hồ Chí Minh|3 Năm Kinh Nghiệm|Cao Đẳng Trở Lên|Game Design|Game|Công Nghệ Thông Tin|Thiết Kế|Game Development|Nghệ Thuật/Hoạt Hình/Game|Việc Làm It,Hồ Chí Minh,20000000,25000000,full-time,any,3,high,"Phản hồi của bạn rất quan trọng, TopCV mong nhận được nhiều góp ý từ bạn để cải thiện sản phẩm tốt hơn.",other,TopCV,https://www.topcv.vn/viec-lam/3d-artistgame-vr-animation-game-design-salary-2025m-district-7-ho-chi-minh-city/2061926.html?ta_source=JobSearchList_LinkDetail&u_sr_id=5f5gapH7owLoKR86TG75oDvIPOaYdCcTsPlQQcVz_1776174292,2026-04-14T20:48:36.153978
scraped_topcv_00003,Nhân Viên Kỹ Thuật Hỗ Trợ Kinh Doanh - Đi Làm Ngay,Công ty cổ phần Comeric,Xem Chi Tiết Yêu Cầu|Xem Chi Tiết Quyền Lợi|Hà Nội|Việc Làm Nhân Viên Kỹ Thuật Tại Hà Nội|Phường Thanh Xuân - Hà Nội|3 Năm Kinh Nghiệm|Cao Đẳng Trở Lên|Có Hỗ Trợ Data|Bán Hàng Kỹ Thuật It|B2B|B2C|Direct Sales|Kinh Doanh/Bán Hàng|Công Nghệ Thông Tin|Sales Kỹ Thuật (Sales Engineer)|Công Nghệ Thông Tin Khác|Việc Làm It,Hà Nội,10000000,15000000,full-time,any,3,high,"Phản hồi của bạn rất quan trọng, TopCV mong nhận được nhiều góp ý từ bạn để cải thiện sản phẩm tốt hơn.",skilled,TopCV,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-ho-tro-kinh-doanh-di-lam-ngay/2106653.html?ta_source=JobSearchList_LinkDetail&u_sr_id=5f5gapH7owLoKR86TG75oDvIPOaYdCcTsPlQQcVz_1776174292,2026-04-14T20:48:36.154080
scraped_topcv_00004,Kế Toán/Kiểm Toán Làm Chuyên Viên Phân Tích Nghiệp Vụ (Sản Phẩm Kế Toán),Công ty Cổ phần MISA,Xem Chi Tiết Yêu Cầu|Xem Chi Tiết Quyền Lợi|Hà Nội|Phường Xuân Đỉnh - Hà Nội|2 Năm Kinh Nghiệm|Đại Học Trở Lên|Nghỉ Thứ 7|Bảo Hiểm Xã Hội|Team Building|Business Analyst (Phân Tích Nghiệp Vụ)|Tài Chính|Kế Toán|Kiểm Toán|Công Nghệ Thông Tin|Product Management|Việc Làm It,Hà Nội,0,0,full-time,any,2,high,"Phản hồi của bạn rất quan trọng, TopCV mong nhận được nhiều góp ý từ bạn để cải thiện sản phẩm tốt hơn.",accounting,TopCV,https://www.topcv.vn/viec-lam/ke-toan-kiem-toan-lam-chuyen-vien-phan-tich-nghiep-vu-san-pham-ke-toan/2112013.html?ta_source=JobSearchList_LinkDetail&u_sr_id=5f5gapH7owLoKR86TG75oDvIPOaYdCcTsPlQQcVz_1776174292,2026-04-14T20:48:36.154166
scraped_topcv_00046,"Chuyên Viên Cao Cấp Phát Triển Ứng Dụng Kênh Ngân Hàng Số (Java, .Net)",ProNgân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển – PGBank,Xem Chi Tiết Yêu Cầu|Java|Restful Api|Microservices|Database (Sql Or Nosql)|Java 8|Phát Triển Java|Java (Backend)|Hà Nội|Việc Làm Phát Triển Ứng Dụng Tại Hà Nội|Phường Cầu Giấy - Hà Nội|3 Năm Kinh Nghiệm|Đại Học Trở Lên|Fullstack Developer|It - Phần Mềm|Ngân Hàng|Tài Chính|Công Nghệ Thông Tin|Software Engineering|Việc Làm It,Hà Nội,0,0,full-time,any,3,high,"Phản hồi của bạn rất quan trọng, TopCV mong nhận được nhiều góp ý từ bạn để cải thiện sản phẩm tốt hơn.",other,TopCV,https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-phat-trien-ung-dung-kenh-ngan-hang-so-java-net/1897077.html?ta_source=JobSearchList_LinkDetail&u_sr_id=5f5gapH7owLoKR86TG75oDvIPOaYdCcTsPlQQcVz_1776174292,2026-04-14T20:48:36.160019
scraped_topcv_00047,Kỹ Sư Lập Trình Và Phát Triển Phần Mềm,CÔNG TY CÔNG NGHỆ THÔNG TIN ĐIỆN LỰC MIỀN BẮC - CHI NHÁNH TỔNG CÔNG TY ĐIỆN LỰC MIỀN BẮC,,Hà Nội,0,0,full-time,any,0,high,,other,TopCV,https://www.topcv.vn/viec-lam/ky-su-lap-trinh-va-phat-trien-phan-mem/2114957.html?ta_source=JobSearchList_LinkDetail&u_sr_id=5f5gapH7owLoKR86TG75oDvIPOaYdCcTsPlQQcVz_1776174292,2026-04-14T20:48:36.160066
